domain,path,type,media_name,state_abbr,countyFIPS,is_local_news_site
thecastrocountynews.com,,newspaper,The Castro County News,TX,48069,
pressreporter.com,,newspaper,Lamesa Press-Reporter,TX,48115,
seminolesentinel.com,,newspaper,Seminole Sentinel,TX,48165,
levellandnews.net,,newspaper,Levelland and Hockley County News-Press,TX,48219,
lambcountyleadernews.com,,newspaper,The Lamb County Leader News,TX,48279,
slatonitenews.com,,newspaper,The Slatonite,TX,48303,
masoncountynews.com,,newspaper,Mason County News,TX,48319,
sansabanews.com,,newspaper,San Saba News and Star,TX,48411,
thesnydernews.com,,newspaper,The Snyder News,TX,48415,
brownfieldonline.com,,newspaper,Brownfield News,TX,48445,
cordellbeacon.com,,newspaper,The Cordell Beacon,OK,40149,
waltersherald.com,,newspaper,Walters Herald,OK,40033,
bristownews.com,,newspaper,Bristow News,OK,40037,
thewatongarepublican.com,,newspaper,Watonga Republican,OK,40011,
ritchiecountynews.com,,newspaper,Pennsboro News,WV,54085,
oracleandleader.com,,newspaper,St Marys OracleThe,WV,54073,
wirtjournal.com,,newspaper,Wirt County Journal,WV,54105,
sent-trib.com,,newspaper,Sentinel-Tribune,OH,39173,
bigbendsentinel.com,,newspaper,The Big Bend Sentinel,TX,48377,
bdtonline.co,,newspaper,Daily Athenaeum,WV,54061,
dcourier.com,,newspaper,Chino Valley Review,AZ,04025,
verdenews.com,,newspaper,The Verde Independent & Camp Verde Bugle,AZ,04025,
williamsnews.com,,newspaper,Williams-Grand Canyon News,AZ,04005,
theclarionnews.com,,newspaper,Clarion News,PA,42031,
thederrick.com,,newspaper,The Derrick/The News-Herald,PA,42121,
mexicoledger.com,,newspaper,Mexico Ledger,MO,29007,
warrencountyrecord.com,,newspaper,Warren County Record,MO,29219,
eugeneweekly.com,,newspaper,Eugene Weekly,OR,41039,
keizertimes.com,,newspaper,The Keizertimes,OR,41047,
fairfaxtimes.com,,newspaper,Fairfax County Times,VA,51059,
abilene-rc.com,,newspaper,Abilene Reflector-Chronicle,KS,20041,
emporiagazette.com,,newspaper,The Emporia Gazette,KS,20111,
sidneyherald.com,,newspaper,Sidney Herald,MT,30083,
wahpetondailynews.com,,newspaper,Daily News,MN,27167,
fergusfallsjournal.com,,newspaper,The Fergus Falls Daily Journal,MN,27111,
argusobserver.com,,newspaper,Argus Observer,OR,41045,
madisondailyleader.com,,newspaper,Madison Daily Leader,SD,46079,
capjournal.com,,newspaper,Capital Journal,SD,46065,
willistonherald.com,,newspaper,Williston Daily Herald,ND,38105,
deltacountyindependent.com,,newspaper,Delta County Independent,CO,08029,
azdailysun.com,,newspaper,Arizona Daily Sun,AZ,04005,
eacourier.com,,newspaper,Eastern Arizona Courier,AZ,04009,
myheraldreview.com,,newspaper,Herald/Review Media,AZ,04003,
frontiersman.com,,newspaper,Frontiersman,AK,02170,
anchoragepress.com,,newspaper,Anchorage Press,AK,02020,
nogalesinternational.com,,newspaper,Nogales International,AZ,04023,
gvnews.com,,newspaper,Green Valley News ,AZ,04019,
sahuaritasun.com,,newspaper,Sahuarita Sun,AZ,04019,
montrosepress.com,,newspaper,Montrose Daily Press,CO,08085,
wenatcheeworld.com,,newspaper,Wenatchee World,WA,53007,
qvpr.com,,newspaper,The Quincy Valley Post-Register,WA,53025,
lutchernews.com,,newspaper,News Examiner-Enterprise,LA,22093,
commercialrecord.org,,newspaper,Commercial Record,MI,26005,
allegannews.com,,newspaper,Union Enterprise,MI,26005,
pleasantonexpress.com,,newspaper,Pleasanton Express,TX,48013,
bocojo.com,,newspaper,Boone County Journal,MO,29019,
fordcountychronicle.com,,newspaper,Ford County Chronicle,IL,17053,
thewakullasun.com,,newspaper,The Wakulla Sun,FL,12129,
ptleader.com,,newspaper,Port Townsend & Jefferson County Leader,WA,53031,
nodawaynews.com,,newspaper,Nodaway News Leader,MO,29147,
hancockclarion.com,,newspaper,Hancock Clarion,KY,21091,
newkirkherald.com,,newspaper,Newkirk Herald Journal,OK,40071,
thepamliconews.com,,newspaper,The Pamlico News,NC,37137,
winthropnewsmn.com,,newspaper,Winthrop News,MN,27143,
statesgraphic.com,,newspaper,Brownsville States-Graphic,TN,47075,
dequincynews.com,,newspaper,DeQuincy News,LA,22019,
cameronpilot.com,,newspaper,Cameron Pilot,LA,22019,
ephratareview.com,,newspaper,Ephrata Review,PA,42071,
lancasteronline.com,,newspaper,LNP,PA,42071,
timesnewspapers.com,,newspaper,Webster-Kirkwood Times,MO,29189,
homenewshere.com,,newspaper,Daily Times Chronicle,MA,25017,
roseautimes.com,,newspaper,Roseau Times-Region,MN,27135,
thesentinelleader.com,,newspaper,Sentinel Leader,OK,40149,
newsoforange.com,,newspaper,News of Orange County,NC,37135,
montgomeryherald.com,,newspaper,Montgomery Herald,NC,37123,
jamestownnews.com,,newspaper,Jamestown News,NC,37081,
yesweekly.com,,newspaper,YES! Weekly,NC,37081,
lakegastongazette-observer.com,,newspaper,Lake Gaston Gazette-Observer,NC,37083,
caswellmessenger.com,,newspaper,Caswell Messenger,NC,37033,
warrenrecord.com,,newspaper,Warren Record,NC,37185,
thesussexsurrydispatch.com,,newspaper,The Sussex-Surry Dispatch,VA,51183,
emporiaindependentmessenger.com,,newspaper,Independent-Messenger,VA,51595,
thenewsprogress.com,,newspaper,The News-Progress,VA,51117,
chathamstartribune.com,,newspaper,Star-Tribune,VA,51143,
sovanow.com,,newspaper,News & Record,VA,51083,
thedinwiddiemonitor.com,,newspaper,The Dinwiddie Monitor,VA,51053,
smithmountaineagle.com,,newspaper,Smith Mountain Eagle,VA,51067,
brunswicktimes-gazette.com,,newspaper,Brunswick Times-Gazette,VA,51025,
altavistajournal.com,,newspaper,The Altavista Journal,VA,51031,
theunionstar.com,,newspaper,The Union Star ,VA,51031,
timesvirginian.com,,newspaper,Times-Virginian,VA,51011,
fayettenewspapers.com,,newspaper,Fayette Advertiser,MO,29089,
galenagazette.com,,newspaper,Galena Gazette,IL,17085,
manchesterpress.com,,newspaper,The Manchester Press,IA,19055,
cpioneer.com,,newspaper,Cascade Pioneer,IA,19061,
dyersvillecommercial.com,,newspaper,Dyersville Commercial,IA,19061,
telegraphherald.com,,newspaper,Telegraph Herald,IA,19061,
essexnewsdaily.com,,newspaper,West Orange Chronicle,NJ,34013,
unionnewsdaily.com,,newspaper,Union County Local Source,NJ,34039,
trinityjournal.com,,newspaper,Trinity Journal,CA,06105,
hometownnewsnow.com,,newspaper,Hometown News,WV,54029,
jacksonnewspapers.com,,newspaper,Jackson Herald,WV,54035,
mountainstatesman.com,,newspaper,Mountain Statesman,WV,54091,
therecorddelta.com,,newspaper,Record Delta,WV,54097,
glenrockind.com,,newspaper,Glenrock Independent,WY,56009,
yankton.net,,newspaper,Yankton Daily Press and Dakotan,SD,46135,
plaintalk.net,,newspaper,Vermillion Plain Talk,SD,46027,
thebrillionnews.com,,newspaper,The Brillion News,WI,55015,
washingtonblade.com,,newspaper,Washington Blade,DC,11001,
countryconnectionnews.com,,newspaper,The County Connection News,OK,40015,
countytimes.org,,newspaper,The County Times,OK,40031,
drumrightgusher.com,,newspaper,Drumright Gusher,OK,40037,
yale-news.com,,newspaper,Yale News,OK,40119,
cushingcitizen.com,,newspaper,Cushing Citizen,OK,40119,
johnstoncosentinel.com,,newspaper,Johnston County Sentinel,OK,40069,
themountainviewnews.com,,newspaper,Mountain View News,OK,40075,
streetroots.org,,newspaper,Street Roots,OR,41051,
newberggraphic.com,,newspaper,Newberg Graphic,OR,41071,
woodburnindependent.com,,newspaper,Woodburn Independent,OR,41047,
theoutlookonline.com,,newspaper,Gresham Outlook,OR,41051,
portlandtribune.com,,newspaper,Portland Tribune,OR,41051,
beavertonvalleytimes.com,,newspaper,The Beaverton Valley Times,OR,41067,
forestgrovenewstimes.com,,newspaper,Forest Grove News Times,OR,41067,
eastoregonian.com,,newspaper,East Oregonian,OR,41059,
rv-times.com,,newspaper,Rogue Valley Times,OR,41029,
madraspioneer.com,,newspaper,Madras Pioneer,OR,41031,
brookingsregister.com,,newspaper,Brookings Register,SD,46011,
plainsman.com,,newspaper,The Huron Daily Plainsman,SD,46005,
redfieldpress.com,,newspaper,The Redfield Press,SD,46115,
elizabethton.com,,newspaper,Elizabethton Star,TN,47019,
claiborneprogress.net,,newspaper,Claiborne Progress,TN,47025,
moodycountyenterprise.com,,newspaper,Moody County Enterprise,SD,46101,
canbyherald.com,,newspaper,Canby Herald,OR,41005,
estacadanews.com,,newspaper,Estacada News,OR,41005,
lakeoswegoreview.com,,newspaper,Lake Oswego Review,OR,41005,
redmondspokesman.com,,newspaper,The Redmond Spokesman,OR,41017,
bendbulletin.com,,newspaper,Bulletin,OR,41017,
centraloregonian.com,,newspaper,Central Oregonian,OR,41013,
sandypost.com,,newspaper,Sandy Post,OR,41005,
westlinntidings.com,,newspaper,West Linn Tidings,OR,41005,
wilsonvillespokesman.com,,newspaper,Wilsonville Spokesman,OR,41005,
dailyastorian.com,,newspaper,Daily Astorian,OR,41007,
seasidesignal.com,,newspaper,Seaside Signal,OR,41007,
columbiacountyspotlight.com,,newspaper,South County Spotlight,OR,41009,
thesnaponline.com,,newspaper,Stanly News and Press,NC,37167,
ourdavie.com,,newspaper,Davie County Enterprise-Record,NC,37059,
clemmonscourier.net,,newspaper,The Clemmons Courier,NC,37067,
tryondailybulletin.com,,newspaper,Tryon Daily Bulletin,NC,37149,
salisburypost.com,,newspaper,Salisbury Post,NC,37159,
westplainsdailyquill.net,,newspaper,West Plains Daily Quill,MO,29091,
warrensburgstarjournal.com,,newspaper,The Daily Star-Journal,MO,29101,
sedaliademocrat.com,,newspaper,Sedalia Democrat,MO,29159,
phelpscountyfocus.com,,newspaper,Phelps County Focus,MO,29161,
hannibal.net,,newspaper,Hannibal Courier-Post,MO,29127,
bolivarmonews.com,,newspaper,Bolivar Herald-Free Press,MO,29167,
pulaskicountyweekly.com,,newspaper,Pulaski County Weekly,MO,29169,
marshfieldmail.com,,newspaper,Marshfield Mail,MO,29225,
cedarrepublican.com,,newspaper,Cedar County Republican/Stockton Journal,MO,29039,
ccheadliner.com,,newspaper,Christian County Headliner News,MO,29043,
buffaloreflex.com,,newspaper,Buffalo Reflex,MO,29059,
kirksvilledailyexpress.com,,newspaper,Kirksville Daily Express,MO,29001,
meridianstar.com,,newspaper,The Meridian Star,MS,28075,
dailyleader.com,,newspaper,Daily Leader,MS,28085,
prentissheadlight.com,,newspaper,Prentiss Headlight,MS,28065,
oxfordeagle.com,,newspaper,Oxford Eagle,MS,28071,
panolian.com,,newspaper,The Panolian,MS,28107,
picayuneitem.com,,newspaper,Picayune Item,MS,28109,
enterprisepub.com,,newspaper,Washington County Pilot-Tribune & Enterprise,NE,31177,
arlingtoncitizen.com,,newspaper,Arlington Citizen,NE,31177,
wpnews.com,,newspaper,West Point News,NE,31039,
burtcountynews.net,,newspaper,Lyons Mirror-Sun,NE,31021,
unionrecorder.com,,newspaper,Union-Recorder,GA,13009,
moultrieobserver.com,,newspaper,The Moultrie Observer,GA,13071,
cordeledispatch.com,,newspaper,Cordele Dispatch,GA,13081,
theclintonjournal.com,,newspaper,Clinton Journal,IL,17039,
whig.com,,newspaper,Quincy Herald-Whig,IL,17001,
dailycitizen.news,,newspaper,Daily Citizen,GA,13313,
hawaiitribune-herald.com,,newspaper,Hawaii Tribune-Herald,HI,15001,
westhawaiitoday.com,,newspaper,West Hawaii Today,HI,15001,
staradvertiser.com,,newspaper,Honolulu Star-Advertiser,HI,15003,
thegardenisland.com,,newspaper,The Garden Island,HI,15007,
americustimesrecorder.com,,newspaper,Americus Times Recorder,GA,13261,
timesenterprise.com,,newspaper,Thomasville Times-Enterprise,GA,13275,
tiftongazette.com,,newspaper,Tifton Gazette,GA,13277,
valdostadailytimes.com,,newspaper,Valdosta Daily Times,GA,13185,
thepostsearchlight.com,,newspaper,Post-Searchlight,GA,13087,
cullmantimes.com,,newspaper,The Cullman Times,AL,01043,
enewscourier.com,,newspaper,The News-Courier,AL,01083,
juneauempire.com,,newspaper,Capital City Weekly,AK,02110,
peninsulaclarion.com,,newspaper,Peninsula Clarion,AK,02122,
homernews.com,,newspaper,Homer News,AK,02122,
newsaegis.com,,newspaper,St. Clair News-Aegis,AL,01115,
lakepowellchronicle.com,,newspaper,Lake Powell Chronicle,AZ,04005,
silverbelt.com,,newspaper,Arizona Silverbelt,AZ,04007,
coppercountrynews.com,,newspaper,Copper Country News,AZ,04007,
harrisondaily.com,,newspaper,Harrison Daily Times,AR,05009,
baxterbulletin.com,,newspaper,Baxter Bulletin,AR,05005,
newtoncountytimes.com,,newspaper,Newton County Times,AR,05101,
missourivalleytimes.com,,newspaper,Missouri Valley Times-News,IA,19085,
dunlapiowa.com,,newspaper,Dunlap Reporter,IA,19085,
oglecountylife.com,,newspaper,Ogle County Life,IL,17141,
rochellenews-leader.com,,newspaper,The Rochelle News Leader,IL,17141,
mendotareporter.com,,newspaper,The Mendota Reporter,IL,17099,
amboynews.com,,newspaper,Amboy News,IL,17103,
americanpress.com,,newspaper,American Press,LA,22019,
beauregarddailynews.net,,newspaper,Beauregard Daily News,LA,22011,
thedailyiberian.com,,newspaper,Daily Iberian,LA,22045,
lobservateur.com,,newspaper,L'Observateur,LA,22095,
theleesvilleleader.com,,newspaper,The Leesville Daily Leader,LA,22115,
bogalusadailynews.com,,newspaper,Bogalusa Daily News,LA,22117,
theinteriorjournal.com,,newspaper,Interior Journal,KY,21137,
jessaminejournal.com,,newspaper,Jessamine Journal,KY,21113,
bgdailynews.com,,newspaper,Daily News,KY,21227,
harlanenterprise.net,,newspaper,Harlan Enterprise,KY,21095,
state-journal.com,,newspaper,State Journal,KY,21073,
winchestersun.com,,newspaper,The Winchester Sun,KY,21049,
middlesboronews.com,,newspaper,Middlesboro News,KY,21013,
amnews.com,,newspaper,Advocate-Messenger,KY,21021,
gazette-tribune.com,,newspaper,Okanogan Valley Gazette-Tribune,WA,53047,
chinookobserver.com,,newspaper,Chinook Observer,WA,53049,
heraldnet.com,,newspaper,The Daily Herald,WA,53061,
tacomadailyindex.com,,newspaper,Tacoma Daily Index,WA,53053,
sanjuanjournal.com,,newspaper,The Journal of the San Juan Islands,WA,53055,
islandssounder.com,,newspaper,The Islands' Sounder,WA,53055,
islandsweekly.com,,newspaper,The Islands Weekly,WA,53055,
torringtontelegram.com,,newspaper,Torrington Telegram,WY,56015,
kemmerergazette.com,,newspaper,Kemmerer Gazette,WY,56023,
pinedaleroundup.com,,newspaper,Pinedale Roundup,WY,56035,
luskherald.com,,newspaper,Lusk Herald,WY,56027,
guernseygazette.com,,newspaper,Guernsey Gazette,WY,56031,
pcrecordtimes.com,,newspaper,The Platte County Record-Times,WY,56031,
bridgervalleypioneer.com,,newspaper,Bridger Valley Pioneer,WY,56041,
uintacountyherald.com,,newspaper,Uinta County Herald,WY,56041,
thecharlottegazette.com,,newspaper,The Charlotte Gazette,VA,51037,
victoriaadvocate.com,,newspaper,Victoria Advocate,TX,48469,
kenbridgevictoriadispatch.com,,newspaper,The Kenbridge-Victoria Dispatch,VA,51111,
farmvilleherald.com,,newspaper,The Farmville Herald,VA,51147,
auburn-reporter.com,,newspaper,Auburn Reporter,WA,53033,
federalwaymirror.com,,newspaper,Federal Way Mirror,WA,53033,
kentreporter.com,,newspaper,Kent Reporter,WA,53033,
mi-reporter.com,,newspaper,Mercer Island Reporter,WA,53033,
rentonreporter.com,,newspaper,Renton Reporter,WA,53033,
valleyrecord.com,,newspaper,Snoqualmie Valley Record,WA,53033,
vashonbeachcomber.com,,newspaper,Vashon-Maury Island Beachcomber,WA,53033,
courierherald.com,,newspaper,The Courier-Herald,WA,53033,
thedailyworld.com,,newspaper,The Daily World,WA,53027,
southwhidbeyrecord.com,,newspaper,South Whidbey Record/Whidbey News-Times,WA,53029,
bainbridgereview.com,,newspaper,Bainbridge Island Review,WA,53035,
centralkitsapreporter.com,,newspaper,Central Kitsap Reporter,WA,53035,
northkitsapherald.com,,newspaper,North Kitsap Herald,WA,53035,
portorchardindependent.com,,newspaper,Port Orchard Independent,WA,53035,
peninsuladailynews.com,,newspaper,Peninsula Daily News,WA,53009,
sequimgazette.com,,newspaper,Sequim Gazette,WA,53009,
forksforum.com,,newspaper,Forks Forum and Peninsula Herald,WA,53009,
orangeleader.com,,newspaper,Orange Leader,TX,48361,
panolawatchman.com,,newspaper,The Panola Watchman,TX,48365,
tylerpaper.com,,newspaper,Tyler Morning Telegraph,TX,48423,
thehendersonnews.com,,newspaper,The Henderson News,TX,48401,
panews.com,,newspaper,Port Arthur News,TX,48245,
kilgorenewsherald.com,,newspaper,Kilgore News Herald,TX,48183,
news-journal.com,,newspaper,Longview News-Journal,TX,48183,
marshallnewsmessenger.com,,newspaper,The Marshall News-Messenger,TX,48203,
villagenews.com,,newspaper,Village News,CA,06073,
myvalleynews.com,,newspaper,Valley News,CA,06073,
citrusheightsmessenger.com,,newspaper,Citrus Heights Messenger,CA,06067,
thewestsideexpress.com,,newspaper,The Westside Express,CA,06047,
thesungazette.com,,newspaper,The Sun-Gazette,CA,06107,
thetowernews.com,,newspaper,Tower News,MN,27137,
greaterolneynews.com,,newspaper,Greater Olney News,MD,24031,
kempercountymessenger.com,,newspaper,Kemper County Messenger,MS,28069,
copperriverrecord.net,,newspaper,Copper River Record,AK,02066,
bendsource.com,,newspaper,Source Weekly,OR,41017,
sandpointreader.com,,newspaper,Sandpoint Reader,ID,16017,
gilchristcountyherald.com,,newspaper,Gilchrist County Herald,FL,12041,
myrecordnewspaper.com,,newspaper,The Record Newspaper,MI,26125,
830times.com,,newspaper,The 830 Times,TX,48465,
genevacountyjournal.com,,newspaper,Geneva County Journal,AL,01061,
epgn.com,,newspaper,Philadelphia Gay News,PA,42101,
kiowacountyindependent.com,,newspaper,Kiowa County Independent,CO,08061,
dailygazette.com,,newspaper,The Daily Gazette,NY,36093,
nytimes.com,,newspaper,New York Times,NY,36061,
antrimreview.net,,newspaper,The Antrim Review,MI,26009,
doorcountypulse.com,,newspaper,Peninsula Post,WI,55029,
outsfl.com,,newspaper,OUTSFL,FL,12011,
laconnercommunitynews.org,,newspaper,La Conner Community News,WA,53057,
tecumsehherald.com,,newspaper,Tecumseh Herald,MI,26091,
gulfshoresnews.com,,digital_site,Gulf Shores News,AL,01003,
blackbeltnewsnetwork.com,,digital_site,Black Belt News Network,AL,01047,
birminghamwatch.org,,digital_site,Birmingham Watch,AL,01073,
thesunrisenews.com,,digital_site,The Sunrise News,AL,01073,
al.com,,digital_site,AL.com,AL,01073,
alreporter.com,,digital_site,Alabama Political Reporter ,AL,01101,
turnagainnews.org,,digital_site,Turnagain News,AK,02020,
thealaskacurrent.com,,digital_site,The Alaska Current,AK,02020,
northernjournal.com,,digital_site,Northern Journal,AK,02020,
countryjournal2020.com,,digital_site,Copper River Country Journal,AK,02066,
matsusentinel.com,,digital_site,Mat-Su Sentinel,AK,02170,
skagwaynews.com,,digital_site,Skagway News,AK,02230,
azcir.org,,digital_site,Arizona Center for Investigative Reporting,AZ,04013,
arizonadigitalfreepress.com,,digital_site,Arizona Digital Free Press,AZ,04013,
conectaarizona.com,,digital_site,Conecta Arizona,AZ,04013,
lookoutphx.org,,digital_site,LOOKOUT,AZ,04013,
substack.com,,digital_site,Arizona Agenda,AZ,04013,
chandlernews.com,,digital_site,ChandlerNews.com,AZ,04013,
azluminaria.org,,digital_site,Arizona Luminaria,AZ,04019,
tucsonsentinel.com,,digital_site,Tucson Sentinel,AZ,04019,
tucsonspotlight.org,,digital_site,Tucson Spotlight,AZ,04019,
inmaricopa.com,,digital_site,InMaricopa.com,AZ,04021,
patagoniaregionaltimes.org,,digital_site,Patagonia Regional Times News,AZ,04023,
bentonvillebulletin.com,,digital_site,The Bentonville Bulletin,AR,05007,
salineriverchronicle.com,,digital_site,Saline River Chronicle,AR,05011,
arkadelphian.com,,digital_site,The Arkadelphian,AR,05019,
magnoliareporter.com,,digital_site,Magnolia Reporter,AR,05027,
thewynneprogress.com,,digital_site,Wynne Progress,AR,05037,
arktimes.com,,digital_site,Arkansas Times,AR,05119,
fayettevilleflyer.com,,digital_site,Fayetteville Flyer,AR,05143,
alamedapost.com,,digital_site,Alameda Post,CA,06001,
localnewsmatters.org,,digital_site,Bay City News Foundation,CA,06001,
evilleeye.com,,digital_site,The E'ville Eye,CA,06001,
berkeleyscanner.com,,digital_site,The Berkeley Scanner,CA,06001,
sanquentinnews.com,,digital_site,San Quentin News,CA,06001,
edsource.org,,digital_site,Edsource,CA,06001,
baynature.org,,digital_site,Bay Nature,CA,06001,
oaklandvoices.us,,digital_site,Oakland Voices,CA,06001,
chicosol.org,,digital_site,ChicoSol,CA,06007,
grandviewindependent.com,,digital_site,Grandview Independent,CA,06013,
southtahoenow.com,,digital_site,South Tahoe Now,CA,06017,
fresnoland.org,,digital_site,Fresnoland,CA,06019,
lostcoastoutpost.com,,digital_site,Lost Coast Outpost,CA,06023,
sjvwater.org,,digital_site,SJV Water,CA,06029,
lakeconews.com,,digital_site,Lake News,CA,06033,
lassennews.com,,digital_site,Lassen News,CA,06035,
knock-la.com,,digital_site,Knock LA,CA,06037,
lbpost.com,,digital_site,Long Beach Post,CA,06037,
TheEastsiderLA.com,,digital_site,The Eastsider,CA,06037,
larchmontbuzz.com,,digital_site,Larchmont Buzz,CA,06037,
myburbank.com,,digital_site,myBurbank.com,CA,06037,
lbbusinessjournal.com,,digital_site,Long Beach Business Journal,CA,06037,
xtown.la,,digital_site,Crosstown,CA,06037,
boyleheightsbeat.com,,digital_site,Boyle Heights Beat,CA,06037,
laist.com,,digital_site,LAist,CA,06037,
lapublicpress.org,,digital_site,Los Angeles Public Press,CA,06037,
witnessla.com,,digital_site,Witness LA,CA,06037,
qvoicenews.com,,digital_site,Q Voice News,CA,06037,
mendovoice.com,,digital_site,The Mendocino Voice,CA,06045,
mendofever.com,,digital_site,MendoFever,CA,06045,
yubanet.com,,digital_site,"YubaNet.com, Inc.",CA,06057,
voiceofoc.org,,digital_site,Voice of Orange,CA,06059,
spotlightschools.com,,digital_site,Spotlight Schools,CA,06059,
thepalmspringspost.com,,digital_site,The Palm Springs Post,CA,06065,
cvindependent.com,,digital_site,Coachella Valley Independent,CA,06065,
menifee247.com,,digital_site,Menifee 24-7,CA,06065,
ukenreport.com,,digital_site,UkenReport.com,CA,06065,
riversiderecord.org,,digital_site,The Riverside Record,CA,06065,
pstribune.com,,digital_site,Palm Springs Tribune,CA,06065,
raincrossgazette.com,,digital_site,The Raincross Gazette,CA,06065,
natomasbuzz.com,,digital_site,The Natomas Buzz,CA,06067,
calmatters.org,,digital_site,CalMatters,CA,06067,
riolindaonline.com,,digital_site,Rio Linda Online,CA,06067,
themercedfocus.org,,digital_site,The Merced FOCUS,CA,06067,
benitolink.com,,digital_site,BenitoLink,CA,06069,
4newsplus.com,,digital_site,Tri-Community NewsPlus,CA,06071,
communityforwardredlands.com,,digital_site,Community Forward Redlands,CA,06071,
thesandiegosun.com,,digital_site,San Diego Sun,CA,06073,
voiceofsandiego.org,,digital_site,Voice of San Diego,CA,06073,
escondidograpevine.com,,digital_site,Escondido Grapevine,CA,06073,
timesofsandiego.com,,digital_site,Times of San Diego,CA,06073,
inewsource.org,,digital_site,inewsource,CA,06073,
thefrisc.com,,digital_site,The Frisc,CA,06075,
inglesidelight.com,,digital_site,the Ingleside Light,CA,06075,
missionlocal.org,,digital_site,Mission Local,CA,06075,
brokeassstuart.com,,digital_site,Broke-Ass Stuart,CA,06075,
sfstandard.com,,digital_site,The San Francisco Standard,CA,06075,
sfpublicpress.org,,digital_site,San Francisco Public Press,CA,06075,
calhealthreport.org,,digital_site,California Health Report,CA,06075,
stocktonia.org,,digital_site,Stocktonia News Service,CA,06077,
edhat.com,,digital_site,Edhat,CA,06083,
noozhawk.com,,digital_site,Noozhawk,CA,06083,
sanjosespotlight.com,,digital_site,San José Spotlight,CA,06085,
santacruzlocal.org,,digital_site,Santa Cruz Local,CA,06087,
shastascout.org,,digital_site,Shasta Scout,CA,06089,
vallejosun.com,,digital_site,The Vallejo Sun,CA,06095,
openvallejo.org,,digital_site,Open Vallejo,CA,06095,
sonomacountygazette.com,,digital_site,Sonoma County Gazette,CA,06097,
ourvalleyvoice.com,,digital_site,Valley Voice,CA,06107,
alamosacitizen.com,,digital_site,Alamosa Citizen,CO,08003,
boulderreportinglab.org,,digital_site,Boulder Reporting Lab,CO,08013,
lhvc.com,,digital_site,Left Hand Valley Courier,CO,08013,
arkvalleyvoice.com,,digital_site,Ark Valley Voice,CO,08015,
bucketlistcommunitycafe.com,,digital_site,Bucket List Community Cafe,CO,08031,
coloradosun.com,,digital_site,Colorado Sun,CO,08031,
moodfuel.org,,digital_site,Moodfuel News,CO,08035,
csindy.com,,digital_site,Colorado Springs Independent,CO,08041,
theflorencereporter.com,,digital_site,Florence Reporter,CO,08043,
bigpivots.com,,digital_site,Big Pivots,CO,08059,
estesvalleyvoice.com,,digital_site,The Estes Valley Voice,CO,08069,
aspenjournalism.org,,digital_site,Aspen Journalism,CO,08097,
ctmirror.org,,digital_site,Connecticut Mirror,CT,09110,
ctnewsjunkie.com,,digital_site,CTNewsJunkie,CT,09110,
insideinvestigator.org,,digital_site,Connecticut Inside Investigator,CT,09110,
ctexaminer.com,,digital_site,The Connecticut Examiner,CT,09110,
hartfordtimes.com,,digital_site,The Hartford Times,CT,09110,
eastoncourier.news,,digital_site,Easton Courier,CT,09120,
themonroesun.com,,digital_site,The Monroe Sun,CT,09120,
onlyinbridgeport.com,,digital_site,Only in Bridgeport,CT,09120,
lymeline.com,,digital_site,Lyme Line,CT,09130,
valleyindy.org,,digital_site,Valley Independent Sentinel,CT,09140,
bristoledition.org,,digital_site,The Bristol Edition,CT,09140,
kentgtd.org,,digital_site,The Kent Good Times Dispatch,CT,09160,
litchfield.bz,,digital_site,Litchfield.bz,CT,09160,
newhavenindependent.org,,digital_site,New Haven Independent,CT,09170,
newcanaanite.com,,digital_site,New Canaanite,CT,09190,
nancyonnorwalk.com,,digital_site,Nancy on Norwalk,CT,09190,
goodmorningwilton.com,,digital_site,Good Morning Wilton,CT,09190,
greenwichfreepress.com,,digital_site,Greenwich Free Press,CT,09190,
coastalconnecticuttimes.com,,digital_site,Coastal Connecticut Times,CT,09190,
delawarelive.com,,digital_site,Delaware Live ,DE,10001,
delawarebusinessnow.com,,digital_site,Delaware Business Now,DE,10003,
washingtonian.com,,digital_site,Washingtonian,DC,11001,
capitalcommunitynews.com,,digital_site,Capital Community News,DC,11001,
streetsensemedia.org,,digital_site,Street Sense,DC,11001,
thedcline.org,,digital_site,The DC Line,DC,11001,
51st.news,,digital_site,The 51st,DC,11001,
spacecoastdaily.com,,digital_site,Space Coast Daily,FL,12009,
floridabulldog.org,,digital_site,Florida Bulldog,FL,12011,
jaxtoday.org,,digital_site,Jacksonville Today,FL,12031,
jaxtrib.org,,digital_site,The Tributary,FL,12031,
kbindependent.org,,digital_site,Key Biscane Independent,FL,12086,
flkeysnews.com,,digital_site,Keys News,FL,12087,
WinterParkVoice.com,,digital_site,Winter Park Voice,FL,12095,
westorlandonews.com,,digital_site,West Orlando News,FL,12095,
bungalower.com,,digital_site,Bungalower,FL,12095,
oviedocommunitynews.org,,digital_site,Oviedo Community News ,FL,12095,
wintergardenvox.com,,digital_site,VOXPOPULI,FL,12095,
theapopkavoice.com,,digital_site,Apopka Voice,FL,12095,
watermarkonline.com,,digital_site,Watermark,FL,12095,
stetnews.org,,digital_site,Stet News Palm Beach,FL,12099,
browardpalmbeach.com,,digital_site,New Times Broward-Palm Beach,FL,12099,
sanpedrogazette.com,,digital_site,San Pedro Gazette,FL,12103,
lakewalesnews.net,,digital_site,Lakes Wales News,FL,12105,
lkldnow.com,,digital_site,LKLD Now,FL,12105,
