domain,path,type,media_name,state_abbr,countyFIPS,is_local_news_site
cameronherald.com,,newspaper,The Cameron Herald/Thorndale Champion,TX,48331,
breckenridgeamerican.com,,newspaper,Breckenridge American,TX,48429,
groesbeckjournal.com,,newspaper,Groesbeck Journal,TX,48293,
mexiadailynews.com,,newspaper,The Mexia News,TX,48293,
ssnewstelegram.com,,newspaper,Sulphur Springs News-Telegram,TX,48223,
jacksboronewspapers.com,,newspaper,Jacksboro Herald-Gazette,TX,48237,
jacksonconews.com,,newspaper,Jackson County Herald-Tribune,TX,48239,
drippingspringsnews.com,,newspaper,Dripping Springs Century News,TX,48209,
wimberleyview.com,,newspaper,The Wimberley View,TX,48209,
sanmarcosrecord.com,,newspaper,San Marcos Daily Record,TX,48209,
moundcitynews.com,,newspaper,Mound City News,MO,29087,
fincastleherald.com,,newspaper,The Fincastle Herald,VA,51023,
newcastlerecord.com,,newspaper,The New Castle Record,VA,51045,
salemtimes-register.com,,newspaper,Salem Times-Register,VA,51775,
henrycountyenterprise.com,,newspaper,Henry County Enterprise,VA,51089,
theenterprise.net,,newspaper,The Enterprise,VA,51141,
montcova.com,,newspaper,News Messenger,VA,51121,
radfordnewsjournal.com,,newspaper,Radford News Journal,VA,51121,
vintonmessenger.com,,newspaper,The Vinton Messenger,VA,51161,
pocahontastimes.com,,newspaper,The Pocahontas Times,WV,54075,
pendletontimes.com,,newspaper,The Pendleton Times,WV,54071,
shinnstonnews.com,,newspaper,Shinnston News & Harrison County Journal,WV,54033,
parsonsadvocate.com,,newspaper,Parsons Advocate,WV,54093,
calhounchronicle.com,,newspaper,Calhoun Chronicle,WV,54013,
claycountyfreepress.com,,newspaper,Clay County Free Press,WV,54015,
mountainmessenger.com,,newspaper,Mountain Messenger,WV,54025,
mtprogress.net,,newspaper,Mountaineer Progress,CA,06071,
themountaineer.com,,newspaper,Mountaineer,NC,37087,
mt43news-business-services.com,,newspaper,MT 43 News,MT,30007,
cutbankpioneerpress.com,,newspaper,Cut Bank Pioneer Press,MT,30035,
pburgmail.com,,newspaper,Philipsburg Mail,MT,30039,
imperialrepublican.com,,newspaper,The Imperial Republican,NE,31029,
seeleyswanpathfinder.com,,newspaper,Seeley Swan Pathfinder,MT,30063,
sspmt.com,,newspaper,Silver State Post,MT,30077,
bitterrootstar.com,,newspaper,Bitterroot Star,MT,30081,
hammontongazette.com,,newspaper,The Hammonton Gazette,NJ,34001,
granttribune.com,,newspaper,The Grant Tribune-Sentinel,NE,31135,
rcgazette.com,,newspaper,Ransom County Gazette,ND,38073,
nordakpublishing.com,,newspaper,The Sargent County Teller,ND,38081,
centralnordak.com,,newspaper,Beulah Beacon,ND,38057,
ecrecord.com,,newspaper,Emmons County Record,ND,38029,
pottercountynews.com,,newspaper,Potter County News,SD,46107,
teaweekly.com,,newspaper,Tea Weekly,SD,46083,
lennoxnews.com,,newspaper,The Lennox Independent,SD,46083,
mobridgetribune.com,,newspaper,Mobridge Tribune,SD,46129,
ppioneer.com,,newspaper,Prairie Pioneer,SD,46021,
westrivereagle.com,,newspaper,West River Eagle,SD,46041,
alamosanews.com,,newspaper,Valley Courier,CO,08003,
conejoscountycitizen.com,,newspaper,Conejos Country Citizen,CO,08021,
gazetterecord.com,,newspaper,Saint Maries Gazette Record,ID,16009,
delnorteprospector.com,,newspaper,Del Norte Prospector ,CO,08105,
southforktines.com,,newspaper,South Fork Tines,CO,08105,
montevistajournal.com,,newspaper,Monte Vista Journal,CO,08105,
centerpostdispatch.com,,newspaper,Center Post-Dispatch,CO,08109,
holyokeenterprise.com,,newspaper,Holyoke Enterprise,CO,08095,
mineralcountyminer.com,,newspaper,The Mineral County Miner,CO,08079,
opinion-tribune.com,,newspaper,Opinion-Tribune,IA,19129,
harlanonline.com,,newspaper,Harlan Tribune/News-Advertiser,IA,19165,
northscottpress.com,,newspaper,North Scott Press,IA,19163,
redoakexpress.com,,newspaper,Red Oak Express,IA,19137,
westlibertyindex.com,,newspaper,West Liberty Index,IA,19139,
gladwinmi.com,,newspaper,Gladwin County Record,MI,26051,
leelanaunews.com,,newspaper,Leelanau Enterprise,MI,26089,
masoncounty.com,,newspaper,Shelton-Mason County Journal,WA,53045,
pendoreillerivervalley.com,,newspaper,Newport Miner,WA,53051,
methowvalleynews.com,,newspaper,Omak-Okanogan County Chronicle,WA,53047,
greenriverstar.com,,newspaper,Green River Star,WY,56037,
codyenterprise.com,,newspaper,Cody Enterprise,WY,56029,
gillettenewsrecord.com,,newspaper,News-Record,WY,56005,
gopresstimes.com,,newspaper,The Press Times,WI,55009,
kstatesman.com,,newspaper,Kewaskum Statesman,WI,55131,
vcnewsreview.com,,newspaper,Vilas County News Review,WI,55125,
wausharaargus.com,,newspaper,Waushara Argus,WI,55137,
waupacanow.com,,newspaper,Waupaca County News,WI,55135,
dodgecountypionier.com,,newspaper,Dodge County Pioneer,WI,55027,
thecampbellsportnews.com,,newspaper,Campbellsport News,WI,55039,
thecitypages.com,,newspaper,City Pages,WI,55073,
kewauneecountystarnews.com,,newspaper,Star-News,WI,55061,
tomahawkleader.com,,newspaper,Tomahawk Leader,WI,55069,
merrillfotonews.com,,newspaper,Foto News,WI,55069,
portasouthjetty.com,,newspaper,Port Aransas South Jetty,TX,48355,
bernewitness.com,,newspaper,Berne Witness,IN,18001,
choctawtimes.com,,newspaper,Choctaw Times,OK,40109,
midwestcitybeacon.com,,newspaper,Midwest City Beacon,OK,40109,
mustangpaper.com,,newspaper,Mustang Times,OK,40017,
beacononlinenews.com,,newspaper,West Volusia Beacon,FL,12127,
unionleader.com,,newspaper,New Hampshire Union Leader,NH,33011,
nadignewspapers.com,,newspaper,Chicago's Northwest Side Press,IL,17031,
cameroncountyecho.net,,newspaper,Cameron County Echo,PA,42023,
nomenugget.net,,newspaper,The Nome Nugget,AK,02180,
mansfieldenterprise.com,,newspaper,Enterprise and Interstate Progress,LA,22031,
sabinetoday.com,,newspaper,The Sabine Index,LA,22085,
natchitochestimes.com,,newspaper,Natchitoches Times,LA,22069,
winnparishenterprise.com,,newspaper,Winn Parish Enterprise-News American,LA,22127,
plantcityobserver.com,,newspaper,Plant City Observer,FL,12057,
northbendeagle.com,,newspaper,North Bend Eagle,NE,31053,
archercountynews.com,,newspaper,Archer County News,TX,48009,
timesjournalpost.com,,newspaper,Times Journal Post,GA,13023,
maconmelody.com,,newspaper,Macon Melody,GA,13021,
albanyherald.com,,newspaper,Albany Herald,GA,13095,
tricountyconnector.com,,newspaper,Tri-County Connector,GA,13309,
theleadertribune.net,,newspaper,Fort Valley Leader-Tribune,GA,13225,
hhjonline.com,,newspaper,Houston Home Journal,GA,13153,
courierheraldtoday.com,,newspaper,Courier Herald,GA,13175,
johnsonnewstoday.com,,newspaper,Johnson Journal,GA,13167,
lfadvertiser.com,,newspaper,Livermore Falls Advertiser,ME,23001,
sunjournal.com,,newspaper,Sun Journal,ME,23001,
pressherald.com,,newspaper,Portland Press Herald/Maine Sunday Telegram,ME,23005,
rumfordfallstimes.com,,newspaper,Rumford Falls Times,ME,23017,
thecordovatimes.com,,newspaper,The Cordova Times,AK,02063,
btimesherald.com,,newspaper,Burns Times-Herald,OR,41025,
maplerivermessenger.com,,newspaper,Maple River Messenger,MN,27013,
akronhometowner.com,,newspaper,Akron Hometowner,IA,19149,
linn-news.com,,newspaper,Linn News,IA,19113,
journal-eureka.com,,newspaper,Journal-Eureka,IA,19105,
gulfcounty.news,,newspaper,The Star,FL,12045,
franklincounty.news,,newspaper,The Apalachicola Carrabelle Times,FL,12037,
newbuffalotimes.com,,newspaper,New Buffalo Times,MI,26021,
lyoncountyreporter.com,,newspaper,Lyon County Reporter,IA,19119,
wlherald.com,,newspaper,West Lyon Herald,IA,19119,
siouxcountyindex.com,,newspaper,Sioux County Index-Reporter,IA,19167,
thenewera-online.com,,newspaper,The New Era,SD,46125,
thespecialonline.com,,newspaper,The Special,SD,46087,
minnehahamessenger.com,,newspaper,Minnehaha Messenger,SD,46099,
dellsjournal.com,,newspaper,The Dells City Journal,SD,46099,
bostonglobe.com,,newspaper,The Boston Globe,MA,25025,
berkshireeagle.com,,newspaper,Berkshire Eagle,MA,25003,
duboisfrontier.com,,newspaper,Dubois Frontier,WY,56013,
portisabelsouthpadre.com,,newspaper,Port Isabel-South Padre Press,TX,48061,
sbnewspaper.com,,newspaper,San Benito News,TX,48061,
newmedia-wi.com,,newspaper,Oconto County Times Herald,WI,55083,
fwweekly.com,,newspaper,Fort Worth Weekly,TX,48439,
reviewjournal.com,,newspaper,Las Vegas Review-Journal,NV,32003,
bouldercityreview.com,,newspaper,Boulder City Review,NV,32003,
pvtimes.com,,newspaper,Pahrump Valley Times,NV,32023,
okemahnewsleader.com,,newspaper,Okemah News Leader,OK,40107,
readtheleader.com,,newspaper,News-Leader,TN,47039,
newsregister.com,,newspaper,News-Register,OR,41071,
news-banner.com,,newspaper,News-Banner,IN,18179,
barnesville.com,,newspaper,Barnesville Herald-Gazette,GA,13171,
pikecountygeorgia.com,,newspaper,Pike County Journal and Reporter,GA,13231,
thenews-gazette.com,,newspaper,The News-Gazette,VA,51163,
jenningsdailynews.net,,newspaper,Jennings Daily News,LA,22053,
recorder.com,,newspaper,The Recorder,MA,25011,
gazettenet.com,,newspaper,Daily Hampshire Gazette,MA,25015,
amherstbulletin.com,,newspaper,Amherst Bulletin,MA,25015,
valleyadvocate.com,,newspaper,Valley Advocate,MA,25015,
atholdailynews.com,,newspaper,Athol Daily News,MA,25027,
concordmonitor.com,,newspaper,Concord Monitor,NH,33013,
vnews.com,,newspaper,Valley News,NH,33009,
ledgertranscript.com,,newspaper,Monadnock Ledger-Transcript,NH,33011,
newspressnow.com,,newspaper,St. Joseph News-Press,MO,29021,
santaynezvalleystar.com,,newspaper,Santa Ynez Valley Star,CA,06083,
nicholaschronicle.com,,newspaper,The Nicholas Chronicle,WV,54067,
austinchronicle.com,,newspaper,The Austin Chronicle,TX,48453,
elyecho.com,,newspaper,Ely Echo,MN,27137,
theheraldrecord.com,,newspaper,Herald Record,WV,54017,
mariposagazette.com,,newspaper,Mariposa Gazette,CA,06043,
cartercountytimes.com,,newspaper,Carter County Times,KY,21043,
theheraldtimes.com,,newspaper,Rio Blanco Herald Times,CO,08103,
auburnvillager.com,,newspaper,Auburn Villager,AL,01081,
cullmantribune.com,,newspaper,The Cullman Tribune,AL,01043,
chronicle1909.com,,newspaper,The Chronicle,OR,41039,
themanchesterenterprise.com,,newspaper,The Manchester Enterprise,KY,21051,
jacksontimesvoice.com,,newspaper,Jackson Times-Voice,KY,21025,
thepinevillesun.com,,newspaper,Pineville Sun-Cumberland Courier,KY,21013,
msadvocate.com,,newspaper,Mt. Sterling Advocate,KY,21173,
boonevillesentinel.com,,newspaper,Booneville Sentinel,KY,21189,
mountainadvocate.com,,newspaper,Mountain Advocate,KY,21121,
jacksonsunky.com,,newspaper,Jackson County Sun,KY,21109,
thebereacitizen.com,,newspaper,Berea Citizen,KY,21151,
beattyvilleenterprise.com,,newspaper,Beattyville Enterprise,KY,21129,
ozarkcountytimes.com,,newspaper,Ozark County Times,MO,29153,
normalite.com,,newspaper,The Le Roy Leader,IL,17113,
plaqueminesgazette.com,,newspaper,Plaquemines Gazette,LA,22075,
thestbernardvoice.com,,newspaper,The St. Bernard Voice,LA,22087,
northcoastjournal.com,,newspaper,North Coast Journal,CA,06023,
nsjonline.com,,newspaper,North State Journal,NC,37183,
duplinjournal.com,,newspaper,Duplin Journal,NC,37061,
chathamnewsrecord.com,,newspaper,Chatham News & Record,NC,37037,
hartington.net,,newspaper,Cedar County News,NE,31027,
kittsonarea.com,,newspaper,The Kittson County Enterprise,MN,27069,
isanti-chisagocountystar.com,,newspaper,Isanti-Chisago County Star,MN,27059,
pinecountynews.com,,newspaper,North Pine County News,MN,27115,
mlstargazette.com,,newspaper,Moose Lake Star Gazette,MN,27017,
courier-record.com,,newspaper,Courier-Record,VA,51135,
nkctribune.com,,newspaper,Northern Kittitas County Tribune,WA,53037,
palmcoastobserver.com,,newspaper,Palm Coast Observer,FL,12035,
ormondbeachobserver.com,,newspaper,Ormond Beach Observer,FL,12127,
yourobserver.com,,newspaper,Longboat Observer,FL,12115,
orangeobserver.com,,newspaper,West Orange Times & Observer,FL,12095,
oconeeenterprise.com,,newspaper,Oconee Enterprise,GA,13219,
mauinews.com,,newspaper,Maui News,HI,15009,
summitdaily.com,,newspaper,Summit Daily News,CO,08117,
steamboatpilot.com,,newspaper,Steamboat Pilot and Today,CO,08107,
aspentimes.com,,newspaper,Aspen Times,CO,08097,
craigdailypress.com,,newspaper,Craig Press,CO,08081,
tahoedailytribune.com,,newspaper,Tahoe Daily Tribune,CA,06017,
sierrasun.com,,newspaper,Sierra Sun,CA,06057,
skyhinews.com,,newspaper,Sky-Hi News,CO,08049,
vaildaily.com,,newspaper,Vail Daily,CO,08037,
postindependent.com,,newspaper,Glenwood Springs Post Independent,CO,08045,
tonganoxiemirror.com,,newspaper,The Mirror,KS,20103,
thealpenanews.com,,newspaper,Alpena News,MI,26007,
dailypress.net,,newspaper,Daily Press,MI,26041,
fredericknewspost.com,,newspaper,Frederick News-Post,MD,24021,
thepostandmail.com,,newspaper,Post & Mail,IN,18183,
timesrepublican.com,,newspaper,Times-Republican,IA,19127,
freemanjournal.net,,newspaper,Daily Freeman-Journal,IA,19079,
sun-courier.com,,newspaper,Sun Courier,IA,19075,
northtamatelegraph.com,,newspaper,North Tama Telegraph,IA,19171,
tamatoledonews.com,,newspaper,Tama-Toledo News Chronicle,IA,19171,
messengernews.net,,newspaper,The Messenger,IA,19187,
ljworld.com,,newspaper,Lawrence Journal-World,KS,20045,
nujournal.com,,newspaper,The Journal,MN,27015,
faribaultcountyregister.com,,newspaper,Faribault County Register,MN,27043,
fairmontsentinel.com,,newspaper,Fairmont Sentinel,MN,27091,
marshallindependent.com,,newspaper,Independent,MN,27083,
greatbasinsun.com,,newspaper,Great Basin Sun,NV,32013,
nevadaappeal.com,,newspaper,Nevada Appeal,NV,32510,
cabinet.com,,newspaper,The Cabinet Press,NH,33011,
nashuatelegraph.com,,newspaper,The Telegraph,NH,33011,
observertoday.com,,newspaper,Evening Observer,NY,36013,
post-journal.com,,newspaper,The Post-Journal,NY,36013,
adirondackdailyenterprise.com,,newspaper,Adirondack Daily Enterprise,NY,36033,
lakeplacidnews.com,,newspaper,Lake Placid News,NY,36031,
minotdailynews.com,,newspaper,Minot Daily News,ND,38101,
thepiercecountytribune.com,,newspaper,Pierce County Tribune,ND,38069,
beaconjournal.com,,newspaper,Akron Beacon Journal,OH,39153,
thebarbertongazette.com,,newspaper,Barberton Gazette & Norton News,OH,39153,
thereviewnewspapers.com,,newspaper,Niles Review,OH,39155,
tribtoday.com,,newspaper,Tribune Chronicle,OH,39155,
timesreporter.com,,newspaper,The Times-Reporter,OH,39157,
marysvillejt.com,,newspaper,Marysville Journal-Tribune,OH,39159,
timesbulletin.com,,newspaper,The Times Bulletin,OH,39161,
vintonjacksoncourier.com,,newspaper,Vinton County Courier,OH,39163,
miamivalleynewspapers.com,,newspaper,Springboro Star Press,OH,39165,
altoonamirror.com,,newspaper,Altoona Mirror,PA,42013,
heraldstandard.com,,newspaper,Herald-Standard,PA,42051,
timesobserver.com,,newspaper,Times Observer,PA,42123,
thealmanac.net,,newspaper,The Almanac,PA,42125,
observer-reporter.com,,newspaper,Observer-Reporter,PA,42125,
lewistownsentinel.com,,newspaper,Sentinel,PA,42087,
sungazette.com,,newspaper,Sun-Gazette,PA,42081,
winchesterstar.com,,newspaper,The Winchester Star,VA,51840,
loudountimes.com,,newspaper,Loudoun Times-Mirror,VA,51107,
nvdaily.com,,newspaper,The Northern Virginia Daily,VA,51171,
standard.net,,newspaper,Standard-Examiner,UT,49057,
heraldextra.com,,newspaper,Daily Herald,UT,49049,
journal-news.net,,newspaper,The Journal,WV,54003,
theintelligencer.net,,newspaper,Intelligencer/Wheeling News-Register,WV,54069,
theintermountain.com,,newspaper,Inter-Mountain,WV,54083,
weirtondailytimes.com,,newspaper,Weirton Daily Times,WV,54029,
shepherdstownchronicle.com,,newspaper,Shepherdstown Chronicle,WV,54037,
newsandsentinel.com,,newspaper,Parkersburg News & Sentinel,WV,54107,
tylerstarnews.com,,newspaper,Tyler Star News,WV,54095,
wetzelchronicle.com,,newspaper,Wetzel Chronicle,WV,54103,
ojaivalleynews.com,,newspaper,Ojai Valley News,CA,06111,
paysonchronicle.com,,newspaper,Payson Chronicle,UT,49049,
ontonagonherald.com,,newspaper,Ontonagon Herald,MI,26131,
oologahonline.com,,newspaper,Oologah Lake Leader,OK,40131,
washingtontimes.com,,newspaper,Washington Times,DC,11001,
petersburgpilot.com,,newspaper,Petersburg Pilot,AK,02195,
chaffeecountytimes.com,,newspaper,Chaffee County Times,CO,08015,
themountainmail.com,,newspaper,Mountain Mail,CO,08015,
pagosasun.com,,newspaper,Pagosa Springs Sun,CO,08007,
leadvilleherald.com,,newspaper,Herald Democrat,CO,08065,
theflume.com,,newspaper,Park County Republican and Fairplay Flume,CO,08093,
lasvegasoptic.com,,newspaper,Las Vegas Optic,NM,35047,
miltonindependent.com,,newspaper,Milton Independent,VT,50007,
samessenger.com,,newspaper,St. Albans Messenger,VT,50011,
hudsonstarobserver.com,,newspaper,Hudson Star-Observer,WI,55109,
iwantthenews.com,,newspaper,Tri-County News,WI,55071,
riponpress.com,,newspaper,Ripon Commonwealth Press,WI,55039,
oregonobserver.com,,newspaper,The Oregon Observer,WI,55025,
stoughtonnews.com,,newspaper,The Stoughton Courier-Hub,WI,55025,
veronapress.com,,newspaper,The Verona Press,WI,55025,
oshkoshherald.com,,newspaper,Oshkosh Herald,WI,55139,
lascrucesbulletin.com,,newspaper,Las Cruces Bulletin,NM,35013,
theitem.com,,newspaper,The Sumter Item,SC,45085,
lexingtonchronicle.com,,newspaper,Lexington County Chronicle & The Dispatch-News,SC,45063,
claytodayonline.com,,newspaper,Clay Today,FL,12019,
pontevedrarecorder.com,,newspaper,Ponte Vedra Recorder,FL,12109,
gulfcoastmedia.com,,newspaper,Gulf Coast Media,AL,01003,
dequeenbee.com,,newspaper,DeQueen Bee,AR,05133,
southpasadenareview.com,,newspaper,South Pasadena Review,CA,06037,
sanmarinotribune.com,,newspaper,San Marino Tribune,CA,06037,
owyhee.com,,newspaper,Owyhee Avalanche,ID,16073,
dudenvillegazette.com,,newspaper,Dudenville Gazette,MO,29097,
dispatchnews.com,,newspaper,The South Pierce County Dispatch,WA,53053,
queenannenews.com,,newspaper,Queen Anne & Magnolia News,WA,53033,
columbuspacket.com,,newspaper,Columbus Packet,MS,28087,
dailyherald.com,,newspaper,Daily Herald,IL,17031,
carbondaletimes.com,,newspaper,Carbondale Times,IL,17077,
dailyrepublicannews.com,,newspaper,The Marion Republican,IL,17199,
newsprogress.com,,newspaper,News Progress,IL,17139,
dailyregister.com,,newspaper,The Harrisburg Register,IL,17165,
mynorthstarnews.com,,newspaper,North Star News,MN,27069,
theexponent.news,,newspaper,The Exponent,MN,27119,
mytribunenews.online,,newspaper,Tribune,MN,27135,
menardnews.com,,newspaper,The Menard News and Messenger,TX,48327,
signalscv.com,,newspaper,Santa Clarita Valley Signal,CA,06037,
lunenburgledger.com,,newspaper,The Lunenburg Ledger,MA,25027,
valleytimes.news,,newspaper,Tigard Tualatin Times,OR,41067,
molallapioneer.com,,newspaper,Molalla Pioneer,OR,41005,
waitsburgtimes.com,,newspaper,The Times,WA,53071,
aspendailynews.com,,newspaper,Aspen Daily News,CO,08097,
mtayrnews.com,,newspaper,Mount Ayr Record-News,IA,19159,
caprockcourier.com,,newspaper,Caprock Courier,TX,48045,
thetexasspur.com,,newspaper,The Texas Spur,TX,48125,
parispi.net,,newspaper,The Paris Post-Intelligencer,TN,47079,
ppindependent.net,,newspaper,The Parkers Prairie Independent,MN,27111,
thebrownsvilletimes.com,,newspaper,Times,OR,41043,
sfreporter.com,,newspaper,Santa Fe Reporter,NM,35049,
edgewood.news,,newspaper,Independent,NM,35049,
sandovalsignpost.com,,newspaper,Sandoval Signpost,NM,35043,
abq.news,,newspaper,The Paper,NM,35001,
calistogatribune.com,,newspaper,Calistoga Tribune,CA,06055,
doublemountainchronicle.com,,newspaper,Double Mountain Chronicle,TX,48151,
waltontribune.com,,newspaper,Walton Tribune,GA,13297,
covnews.com,,newspaper,Covington News,GA,13217,
thenorthernlight.com,,newspaper,Northern Light,WA,53073,
winonapost.com,,newspaper,Winona Post,MN,27169,
humphreydemocrat.com,,newspaper,Humphrey Democrat ,NE,31141,
latimes.com,,newspaper,Los Angeles Times,CA,06037,
pcpatriot.com,,newspaper,The Patriot,VA,51155,
src-news.com,,newspaper,Spring River Chronicle,AR,05135,
reformer.com,,newspaper,Brattleboro Reformer,VT,50025,
manchesterjournal.com,,newspaper,Manchester Journal,VT,50003,
benningtonbanner.com,,newspaper,The Bennington Banner,VT,50003,
dublincitizen.com,,newspaper,The Dublin Citizen,TX,48143,
397news.com,,newspaper,Groton Independent,SD,46013,
decaturtribune.com,,newspaper,Decatur Tribune,IL,17115,
hometownweekly.net,,newspaper,Hometown Weekly,MA,25021,
annandaleadvocate.com,,newspaper,Annandale Advocate,MN,27171,
battlelakereview.com,,newspaper,Battle Lake Review,MN,27111,
maplelakemessenger.com,,newspaper,Maple Lake Messenger,MN,27171,
mangumstarnews.net,,newspaper,Mangum Star-News,OK,40055,
hendersondispatch.com,,newspaper,Daily Dispatch,NC,37181,
enquirerjournal.com,,newspaper,The Enquirer-Journal,NC,37179,
courier-tribune.com,,newspaper,Courier-Tribune,NC,37151,
thedigitalcourier.com,,newspaper,Daily Courier,NC,37161,
newsargus.com,,newspaper,Goldsboro News-Argus,NC,37191,
journalpatriot.com,,newspaper,Wilkes Journal-Patriot,NC,37193,
newbernsj.com,,newspaper,The Sun Journal,NC,37049,
the-dispatch.com,,newspaper,The Dispatch,NC,37057,
brunswickbeacon.com,,newspaper,Brunswick Beacon,NC,37019,
newstopicnews.com,,newspaper,News-Topic,NC,37027,
thetimesnews.com,,newspaper,Times-News,NC,37001,
hpenews.com,,newspaper,High Point Enterprise,NC,37081,
rrdailyherald.com,,newspaper,Daily Herald,NC,37083,
sanfordherald.com,,newspaper,The Sanford Herald,NC,37105,
kinston.com,,newspaper,The Kinston Free Press,NC,37107,
jdnews.com,,newspaper,The Daily News,NC,37133,
pagelandprogressive.com,,newspaper,Pageland Progressive-Journal,SC,45025,
clevelandbanner.com,,newspaper,Cleveland Daily Banner,TN,47011,
maconcountytimes.com,,newspaper,Macon County Times,TN,47111,
smithvillereview.com,,newspaper,Smithville Review,TN,47041,
stategazette.com,,newspaper,Dyersburg State Gazette,TN,47045,
lebanondemocrat.com,,newspaper,Lebanon Democrat,TN,47189,
mtjulietnews.com,,newspaper,Mt. Juliet News,TN,47189,
southernstandard.com,,newspaper,Southern Standard,TN,47177,
themountainpress.com,,newspaper,Mountain Press,TN,47155,
herald-citizen.com,,newspaper,Herald-Citizen,TN,47141,
roanecounty.com,,newspaper,Roane County News,TN,47145,
dailycorinthian.com,,newspaper,Daily Corinthian,MS,28003,
grandhaventribune.com,,newspaper,Grand Haven Tribune,MI,26139,
southhaventribune.net,,newspaper,South Haven Tribune,MI,26159,
harborcountry-news.com,,newspaper,Harbor Country News,MI,26021,
heraldpalladium.com,,newspaper,Herald-Palladium,MI,26021,
timesleader.net,,newspaper,Times Leader,KY,21033,
kentuckynewera.com,,newspaper,Kentucky New Era,KY,21047,
messenger-inquirer.com,,newspaper,Messenger-Inquirer,KY,21059,
thenewsenterprise.com,,newspaper,The News Enterprise,KY,21093,
mayfield-messenger.com,,newspaper,Mayfield Messenger,KY,21083,
hammondstar.com,,newspaper,The Daily Star,LA,22105,
paducahsun.com,,newspaper,Paducah Sun,KY,21145,
heraldledger.com,,newspaper,The Herald-Ledger,KY,21143,
tribunecourier.com,,newspaper,Marshall County Tribune Courier,KY,21157,
the-messenger.com,,newspaper,The Messenger,KY,21107,
franklinfavorite.com,,newspaper,Franklin Favorite,KY,21213,
hometownregister.com,,newspaper,The Hometown Register,IL,17185,
metropolisplanet.com,,newspaper,Metropolis Planet,IL,17127,
thebraziltimes.com,,newspaper,Brazil Times,IN,18021,
ftimes.com,,newspaper,The Times,IN,18023,
duboiscountyherald.com,,newspaper,The Herald,IN,18037,
elkharttruth.com,,newspaper,Elkhart Truth,IN,18039,
newsexaminer.com,,newspaper,Connersville News-Examiner,IN,18041,
rochsent.com,,newspaper,The Rochester Sentinel,IN,18049,
pdclarion.com,,newspaper,Princeton Daily Clarion,IN,18051,
chronicle-tribune.com,,newspaper,Chronicle-Tribune,IN,18053,
gcdailyworld.com,,newspaper,Greene County Daily World,IN,18055,
thecouriertimes.com,,newspaper,The Courier-Times,IN,18065,
madisoncourier.com,,newspaper,Madison Courier,IN,18077,
bannergraphic.com,,newspaper,Banner-Graphic,IN,18133,
shelbynews.com,,newspaper,The Shelbyville News,IN,18145,
warricknews.com,,newspaper,The Standard,IN,18173,
plaindealerin.com,,newspaper,Indiana Plain Dealer,IN,18103,
lpheralddispatch.com,,newspaper,La Porte Herald Dispatch,IN,18091,
suncommercial.com,,newspaper,Vincennes Sun-Commercial,IN,18083,
thedailycitizen.com,,newspaper,Daily Citizen,AR,05145,
vanburencountydem.com,,newspaper,Van Buren County Democrat,AR,05141,
couriernews.com,,newspaper,Courier,AR,05115,
thesuntimes.com,,newspaper,The Sun-Times,AR,05023,
newportindependent.com,,newspaper,The Newport Independent,AR,05067,
jonesborosun.com,,newspaper,Jonesboro Sun,AR,05031,
guardonline.com,,newspaper,Batesville Guard,AR,05063,
paragoulddailypress.com,,newspaper,Paragould Daily Press,AR,05055,
thecabin.net,,newspaper,Log Cabin Democrat,AR,05045,
mountaineagle.com,,newspaper,Daily Mountain Eagle,AL,01127,
griffindailynews.com,,newspaper,Griffin Daily News,GA,13255,
thesouthern.com,,newspaper,The Southern Illinoisan,IL,17077,
chronicleonline.com,,newspaper,Citrus County Chronicle,FL,12017,
douglascountysentinel.com,,newspaper,Douglas County Sentinel,GA,13097,
daily-tribune.com,,newspaper,Daily Tribune News,GA,13015,
times-georgian.com,,newspaper,Times-Georgian,GA,13045,
riverlandnews.com,,newspaper,Riverland News,FL,12083,
chieflandcitizen.com,,newspaper,Levy Citizen,FL,12075,
bedfordbulletin.com,,newspaper,Bedford Bulletin,VA,51019,
galaxgazette.com,,newspaper,Galax Gazette,VA,51640,
paynesvillearea.com,,newspaper,The Paynesville Press,MN,27145,
debacanews.com,,newspaper,De Baca County News,NM,35011,
thelinkpaper.com,,newspaper,The Link,SC,45025,
tnonline.com,,newspaper,Times News,PA,42025,
postvoiceonline.com,,newspaper,Pender-Topsail Post & Voice,NC,37141,
castinepatriot.com,,newspaper,Castine Patriot,ME,23009,
islandadvantages.com,,newspaper,Island Ad-Vantages,ME,23009,
journalok.com,,newspaper,Perkins Journal,OK,40119,
perrynewspapers.com,,newspaper,Perry News-Herald/Taco Times,FL,12123,
peshtigotimes.net,,newspaper,Peshtigo Times,WI,55075,
flagpole.com,,newspaper,Flagpole Magazine,GA,13059,
thepetersburgobserver.com,,newspaper,Menard County Review,IL,17129,
alconareview.com,,newspaper,Alcona County Review,MI,26001,
woodcountymonitor.com,,newspaper,Wood County Monitor,TX,48499,
ortonvilleindependent.com,,newspaper,Ortonville Independent,MN,27011,
ashlandbeacon.com,,newspaper,Greater Ashland Beacon,KY,21019,
bethanyclipper.com,,newspaper,Bethany Republican-Clipper,MO,29081,
hometowngirard.com,,newspaper,Hometown Girard,KS,20037,
seminoleproducer.com,,newspaper,The Seminole Producer,OK,40133,
konawaleader.com,,newspaper,Konawa Leader,OK,40133,
thewewokatimes.com,,newspaper,Wewoka Times,OK,40133,
