scope,url,media_name,media_type,media_focus,language,domain,state_abbr
Birmingham,http://www.myfoxal.com/,WBRC,BC,GI,ENG,myfoxal.com,al
Birmingham,http://weldbham.com/,Weld for Birmingham,NP,AL,ENG,weldbham.com,al
Birmingham,http://www.wercfm.com/,WERC,BC,GI,ENG,wercfm.com,al
Birmingham,http://wiat.com/,WIAT,BC,GI,ENG,wiat.com,al
Birmingham,http://www.wvtm13.com/,WVTM,BC,GI,ENG,wvtm13.com,al
Brewton,http://www.brewtonstandard.com/,Brewton Standard,NP,GI,ENG,brewtonstandard.com,al
Camden,https://www.thewilcoxprogressiveera.com/,The Wilcox Progressive Era,NP,GI,ENG,thewilcoxprogressiveera.com,al
Carbon Hill,http://www.corridormessenger.com/,Corridor Messenger,NP,GI,ENG,corridormessenger.com,al
Carrollton,http://pcherald.com/,Pickens County Herald,NP,GI,ENG,pcherald.com,al
Centre,http://www.northwestgeorgianews.com/cherokee_county/,Cherokee County Herald,NP,GI,ENG,northwestgeorgianews.com,al
Centre,http://www.epostpaper.com/,Post,NP,GI,ENG,epostpaper.com,al
Centre,http://www.weis990am.com/,WEIS,BC,GI,ENG,weis990am.com,al
Chatom,http://www.washcountynews.com/,Washington County News,NP,GI,ENG,washcountynews.com,al
Citronelle,http://www.thecallnews.com/,Call News,NP,GI,ENG,thecallnews.com,al
Clanton,http://www.beachbecky.com/,Chilton County News,NP,GI,ENG,beachbecky.com,al
Clanton,http://www.clantonadvertiser.com/,Clanton Advertiser,NP,GI,ENG,clantonadvertiser.com,al
Clayton,http://www.theclaytonrecordonline.com/,Clayton Record,NP,GI,ENG,theclaytonrecordonline.com,al
Columbiana,http://www.shelbycountyreporter.com/,Shelby County Reporter,NP,GI,ENG,shelbycountyreporter.com,al
Cullman,http://csgonline.com/,Community Shopper's Guide,NP,SH,ENG,csgonline.com,al
Cullman,http://www.cullmansense.com/,Cullman Sense,IN,GI,ENG,cullmansense.com,al
Cullman,http://www.cullmantimes.com/,Cullman Times,NP,GI,ENG,cullmantimes.com,al
Cullman,https://www.cullmantribune.com/,The Cullman Tribune,NP,GI,ENG,cullmantribune.com,al
Dadeville,http://www.alexcityoutlook.com/category/dadeville/,Dadeville Record,NP,GI,ENG,alexcityoutlook.com,al
Daleville,http://www.southeastsun.com/daleville/,Daleville Sun Courier,NP,GI,ENG,southeastsun.com,al
Decatur,http://www.decaturdaily.com/, Decatur Daily,NP,GI,ENG,decaturdaily.com,al
Demopolis,http://www.demopolistimes.com/category/blackbelt-gazette/,Blackbelt Gazette,NP,GI,ENG,demopolistimes.com,al
Demopolis,http://www.demopolistimes.com/,Demopolis Times,NP,GI,ENG,demopolistimes.com,al
Dothan,http://www.dothaneagle.com/,Dothan Eagle,NP,GI,ENG,dothaneagle.com,al
Dothan,http://www.dothaneagle.com/news/dothan_progress/,Dothan Progress,NP,GI,ENG,dothaneagle.com,al
Dothan,http://www.dothanfirst.com/,WDHN,BC,GI,ENG,dothanfirst.com,al
Dothan,http://www.nbcwiregrass.com/,WRGX,BC,GI,ENG,nbcwiregrass.com,al
Dothan,http://www.wtvy.com/,WTVY,BC,GI,ENG,wtvy.com,al
Dothan,http://www.wwntradio.com/,WWNT,BC,GI,ENG,wwntradio.com,al
Eclectic,http://www.thewetumpkaherald.com/category/eclectic/,Eclectic Observer,NP,GI,ENG,thewetumpkaherald.com,al
Elba,http://www.elba-clipper.com/,Elba Clipper,NP,GI,ENG,elba-clipper.com,al
Enterprise,http://www.dothaneagle.com/enterprise_ledger/,Enterprise Ledger,NP,GI,ENG,dothaneagle.com,al
Enterprise,http://www.southeastalabamagazette.com/,Southeast Alabama Gazette,NP,GI,ENG,southeastalabamagazette.com,al
Enterprise,http://www.southeastsun.com/,Southeast Sun,NP,GI,ENG,southeastsun.com,al
Eufaula,http://www.dothaneagle.com/eufaula_tribune/,Eufaula Tribune,NP,GI,ENG,dothaneagle.com,al
Eutaw,https://greenecodemocrat.com/,Greene County Democrat,NP,GI,ENG,greenecodemocrat.com,al
Fairhope,http://www.gulfcoastnewstoday.com/the_courier/,Courier,NP,GI,ENG,gulfcoastnewstoday.com,al
Fairhope,http://thefairhopetimes.blogspot.com/,Fairhope Times,IN,GI,ENG,thefairhopetimes.blogspot.com,al
Fayette,http://www.mytrpaper.com/,Times Record,NP,GI,ENG,mytrpaper.com,al
Flomaton,https://www.tricityledger.com/,Tri City Ledger,NP,GI,ENG,tricityledger.com,al
Florala,http://www.smalltownpapers.com/newspapers/newspaper.php?id=133,Florala News,NP,GI,ENG,smalltownpapers.com,al
Florence,http://www.courierjournal.net/,Courier Journal,NP,SH,ENG,courierjournal.net,al
Florence,http://www.florala.net/,Flor Ala,NP,CO,ENG,florala.net,al
Florence,http://www.timesdaily.com/,Times Daily,NP,GI,ENG,timesdaily.com,al
Foley,http://www.gulfcoastnewstoday.com/the_foley_onlooker/,Foley Onlooker,NP,GI,ENG,gulfcoastnewstoday.com,al
Fort Deposit,http://www.lowndessignal.com/,Lowndes Signal,NP,GI,ENG,lowndessignal.com,al
Fort Payne,http://times-journal.com/,Fort Payne Times Journal,NP,GI,ENG,times-journal.com,al
Fort Rucker,http://www.dothaneagle.com/army_flier/,Army Flier,NP,ML,ENG,dothaneagle.com,al
Gadsden,http://www.gadsdenmetro.com/,Gadsden Metro,IN,GI,ENG,gadsdenmetro.com,al
Gadsden,http://www.gadsdentimes.com/,Gadsden Times,NP,GI,ENG,gadsdentimes.com,al
Gadsden,http://gadsdenmessenger.com/,Messenger,NP,GI,ENG,gadsdenmessenger.com,al
Gardendale,http://www.njeffersonnews.com/,North Jefferson News,NP,GI,ENG,njeffersonnews.com,al
Geneva,http://www.oppnewsonline.com/23136/1964/geneva-county-reaperpdf,Geneva County Reaper,NP,GI,ENG,oppnewsonline.com,al
Gilbertown,http://www.choctawsun.org/,Choctaw Sun Advocate,NP,GI,ENG,choctawsun.org,al
Greenville,http://www.greenvilleadvocate.com/,Greenville Advocate,NP,GI,ENG,greenvilleadvocate.com,al
Greenville,http://www.thegreenvillestandard.com/,Greenville Standard,NP,GI,ENG,thegreenvillestandard.com,al
Grove Hill,http://www.clarkecountydemocrat.com/,Clarke County Democrat,NP,GI,ENG,clarkecountydemocrat.com,al
Gulf Shores,http://www.gulfcoastnewstoday.com/the_islander/,Islander,NP,GI,ENG,gulfcoastnewstoday.com,al
Guntersville,http://www.advertisergleam.com/,Advertiser Gleam,NP,GI,ENG,advertisergleam.com,al
Guntersville,http://www.thelakesidepost.com/,Lakeside Post,NP,GI,ENG,thelakesidepost.com,al
Haleyville,http://www.mynwapaper.com/,Northwest Alabamian,NP,GI,ENG,mynwapaper.com,al
Hamilton,http://www.49countynews.net/,49 County News,IN,GI,ENG,49countynews.net,al
Hamilton,http://www.myjrpaper.com/,Journal Record,NP,GI,ENG,myjrpaper.com,al
Hartford,http://www.oppnewsonline.com/20680/1964/hartford-newsheraldpdf,Hartford News Herald,NP,GI,ENG,oppnewsonline.com,al
Hartselle,http://www.hartselleenquirer.com/,Hartselle Enquirer,NP,GI,ENG,hartselleenquirer.com,al
Headland,http://www.theheadlandvoice.com/,Headland Voice,IN,GI,ENG,theheadlandvoice.com,al
Heflin,http://www.annistonstar.com/cleburne_news/,Cleburne News,NP,GI,ENG,annistonstar.com,al
Helena,http://www.myhelenacitynews.com/,Helena City News,NP,GI,ENG,myhelenacitynews.com,al
Homewood,http://thehomewoodstar.com/,Homewood Star,NP,GI,ENG,thehomewoodstar.com,al
Hoover,http://hooversun.com/,Hoover Sun,NP,GI,ENG,hooversun.com,al
Huntsville,http://breakinghuntsvillenews.com/,Breaking Huntsville News,IN,GI,ENG,breakinghuntsvillenews.com,al
Huntsville,http://chargertimes.org/,Charger Times,NP,CO,ENG,chargertimes.org,al
Huntsville,http://www.al.com/huntsvilletimes/,Huntsville Times,NP,GI,ENG,al.com,al
Huntsville,http://www.nasa.gov/centers/marshall/about/star/,Marshall Star,NP,ML,ENG,nasa.gov,al
Huntsville,http://www.theredstonerocket.com/,Redstone Rocket,NP,ML,ENG,theredstonerocket.com,al
Huntsville,http://www.speakinoutweeklynews.com/,Speakin' Out News,NP,ET,ENG,speakinoutweeklynews.com,al
Huntsville,http://www.valleyplanet.com/,Valley Planet,NP,AL,ENG,valleyplanet.com,al
Huntsville,http://www.waaytv.com/,WAAY,BC,GI,ENG,waaytv.com,al
Huntsville,http://www.waff.com/,WAFF,BC,GI,ENG,waff.com,al
Huntsville,http://whnt.com/,WHNT,BC,GI,ENG,whnt.com,al
Huntsville,http://www.rocketcitynow.com/,WZDX,BC,GI,ENG,rocketcitynow.com,al
Jackson,http://www.southalabamian.com/,South Alabamian,NP,GI,ENG,southalabamian.com,al
Jacksonville,https://thechanticleer.wordpress.com/,Chanticleer,NP,CO,ENG,thechanticleer.wordpress.com,al
Jacksonville,http://www.annistonstar.com/jacksonville_news/,Jacksonville News,NP,GI,ENG,annistonstar.com,al
Jacksonville,http://www.ala810.com/,WCKA,BC,GI,ENG,ala810.com,al
Jacksonville,http://www.tv24.tv/,WEAC,BC,GI,ENG,tv24.tv,al
Jasper,http://www.mountaineagle.com/,Daily Mountain Eagle,NP,GI,ENG,mountaineagle.com,al
Jemison,http://www.northchiltonadvertiser.com/,North Chilton Advertiser,NP,GI,ENG,northchiltonadvertiser.com,al
LaFayette,http://www.thelafayettesun.com/,LaFayette Sun,NP,GI,ENG,thelafayettesun.com,al
Lanett,http://www.valleytimes-news.com/,Valley Times News,NP,GI,ENG,valleytimes-news.com,al
Linden,http://www.smalltownpapers.com/newspapers/newspaper.php?id=111,Democrat Reporter,NP,GI,ENG,smalltownpapers.com,al
Lineville,http://www.theclay-timesjournal.com/,Clay Times Journal,NP,GI,ENG,theclay-timesjournal.com,al
Livingston,http://www.recordjournal.net/,Sumter County Record Journal,NP,GI,ENG,recordjournal.net,al
Luverne,http://www.greenvilleadvocate.com/category/luverne/,Luverne Journal,NP,GI,ENG,greenvilleadvocate.com,al
Madison,http://www.madisoncountyrecord.com/,Madison County Record,NP,GI,ENG,madisoncountyrecord.com,al
Madison,http://www.madisonpike.com/,Madison Pike,IN,GI,ENG,madisonpike.com,al
Madison,http://www.madisonweeklynews.com/,Madison Weekly News,NP,GI,ENG,madisonweeklynews.com,al
Millbrook,http://www.millbrookindependent.com/,Millbrook Independent,NP,GI,ENG,millbrookindependent.com,al
Mobile,http://www.mobilearchdiocese.org/catholicweek/,Catholic Week,NP,RL,ENG,mobilearchdiocese.org,al
Mobile,http://lagniappemobile.com/,Lagniappe,NP,AL,ENG,lagniappemobile.com,al
Mobile,http://www.al.com/press-register/,Mobile Press Register,NP,GI,ENG,al.com,al
Mobile,http://issuu.com/thespringhillian,Spring Hillian,NP,CO,ENG,issuu.com,al
Mobile,http://www.thevanguardonline.com/,Vanguard,NP,CO,ENG,thevanguardonline.com,al
Mobile,http://www.fox10tv.com/,WALA,BC,GI,ENG,fox10tv.com,al
Mobile,http://wkrg.com/,WKRG,BC,GI,ENG,wkrg.com,al
Mobile,http://www.local15tv.com/,WPMI,BC,GI,ENG,local15tv.com,al
Monroeville,http://www.monroejournal.com/,Monroe Journal,NP,GI,ENG,monroejournal.com,al
Montgomery,http://www.alabamagazette.com/,Alabama Gazette,NP,GI,ENG,alabamagazette.com,al
Montgomery,http://aumnibus.weebly.com/,Aumnibus,NP,CO,ENG,aumnibus.weebly.com,al
Montgomery,http://www.thebulletinboard.com/,Bulletin Board,NP,SH,ENG,thebulletinboard.com,al
Montgomery,http://hornettribune.com/,Hornet Tribune,NP,CO,ENG,hornettribune.com,al
Montgomery,http://madepaper.com/,Made Paper,NP,AL,ENG,madepaper.com,al
Montgomery,http://www.montgomeryadvertiser.com/,Montgomery Advertiser,NP,GI,ENG,montgomeryadvertiser.com,al
Montgomery,http://www.riverregion.net/,River Region Living,MG,GI,ENG,riverregion.net,al
Montgomery,http://www.alabamanews.net/,WAKA,BC,GI,ENG,alabamanews.net,al
Montgomery,http://www.wsfa.com/,WSFA,BC,GI,ENG,wsfa.com,al
Montgomery,http://wvasfm.org/,WVAS,BC,GI,ENG,wvasfm.org,al
Moulton,http://www.moultonadvertiser.com/,Moulton Advertiser,NP,GI,ENG,moultonadvertiser.com,al
Moundville,http://moundvilletimes.net/,Moundville Times,NP,GI,ENG,moundvilletimes.net,al
Mountain Brook,http://www.villagelivingonline.com/,Village Living,NP,GI,ENG,villagelivingonline.com,al
Oneonta,http://www.blountcountian.com/,Blount Countian,NP,GI,ENG,blountcountian.com,al
Opelika,http://www.oanow.com,Opelika Auburn News,NP,GI,ENG,oanow.com,al
Opelika,http://opelikaobserver.com/,Opelika Observer,NP,GI,ENG,opelikaobserver.com,al
Opp,http://www.oppnewsonline.com/23135/1964/the-opp-newspdf,Opp News,NP,GI,ENG,oppnewsonline.com,al
Orange Beach,http://mulletwrapper.net/,Mullet Wrapper,NP,GI,ENG,mulletwrapper.net,al
Orange Beach,http://www.obawebsite.com/,OBA,IN,GI,ENG,obawebsite.com,al
Pelham,http://www.pelhamreporter.com/,Pelham Reporter,NP,GI,ENG,pelhamreporter.com,al
Pell City,http://www.newsaegis.com/,St. Clair News Aegis,NP,GI,ENG,newsaegis.com,al
Pell City,http://www.annistonstar.com/the_st_clair_times/,St. Clair Times,NP,GI,ENG,annistonstar.com,al
Piedmont,http://www.annistonstar.com/piedmont_journal/,Piedmont Journal,NP,GI,ENG,annistonstar.com,al
Prattville,http://www.ourprattville.com/,Our Prattville,IN,GI,ENG,ourprattville.com,al
Prattville,http://www.montgomeryadvertiser.com/news/prattville/,Prattville Progress,NP,GI,ENG,montgomeryadvertiser.com,al
Rainsville,http://www.mountainvalleynewspaper.com/,Mountain Valley News,NP,GI,ENG,mountainvalleynewspaper.com,al
Red Bay,http://trbnews.net/,The Red Bay News,NP,GI,ENG,trbnews.net,al
Roanoke,http://www.therandolphleader.com/,Randolph Leader,NP,GI,ENG,therandolphleader.com,al
Robertsdale,http://www.gulfcoastnewstoday.com/,Gulf Coast News Today,IN,GI,ENG,gulfcoastnewstoday.com,al
Robertsdale,http://www.gulfcoastnewstoday.com/the_independent/,Independent,NP,GI,ENG,gulfcoastnewstoday.com,al
Rockford,http://www.coosanews.com/,Coosa County News,NP,GI,ENG,coosanews.com,al
Russellville,http://www.franklincountytimes.com/,Franklin County Times,NP,GI,ENG,franklincountytimes.com,al
Russellville,http://www.franklinfreepress.net/,Franklin Free Press,IN,GI,ENG,franklinfreepress.net,al
Samson,http://www.oppnewsonline.com/23137/1964/the-samson-ledgerpdf,Samson Ledger,NP,GI,ENG,oppnewsonline.com,al
Scottsboro,http://www.theclarion.org/,Clarion,NP,GI,ENG,theclarion.org,al
Scottsboro,http://thedailysentinel.com/,Daily Sentinel,NP,GI,ENG,thedailysentinel.com,al
Selma,http://www.selmatimesjournal.com/,Selma Times Journal,NP,GI,ENG,selmatimesjournal.com,al
Semmes,http://talkofsemmes.com/,Talk of Semmes,IN,GI,ENG,talkofsemmes.com,al
Sulligent,http://www.lamarleader.com/,Lamar County Leader,NP,GI,ENG,lamarleader.com,al
Talladega,http://www.annistonstar.com/the_daily_home/,Daily Home,NP,GI,ENG,annistonstar.com,al
Tallassee,http://www.tallasseetribune.com/,Tallassee Tribune,NP,GI,ENG,tallasseetribune.com,al
Thomasville,http://www.thethomasvilletimes.com/,Thomasville Times,NP,GI,ENG,thethomasvilletimes.com,al
Troy,http://tropnews.com/,Tropolitan,NP,CO,ENG,tropnews.com,al
Troy,http://www.troymessenger.com/,Troy Messenger,NP,GI,ENG,troymessenger.com,al
Trussville,http://www.thetrussvillenews.com/,Trussville News,NP,GI,ENG,thetrussvillenews.com,al
Trussville,http://www.trussvilletribune.com/,Trussville Tribune,NP,GI,ENG,trussvilletribune.com,al
Tuscaloosa,http://www.cw.ua.edu/,Crimson White,NP,CO,ENG,www.cw.ua.edu,al
Tuscaloosa,http://theplanetweekly.com/,Planet Weekly,NP,AL,ENG,theplanetweekly.com,al
Tuscaloosa,http://www.tuscaloosanews.com/section/tuscaloosamagazine,Tuscaloosa Magazine,MG,GI,ENG,tuscaloosanews.com,al
Tuscaloosa,http://www.tuscaloosanews.com/,Tuscaloosa News,NP,GI,ENG,tuscaloosanews.com,al
Tuscaloosa,http://wvua23.com/,WVUA,BC,GI,ENG,wvua23.com,al
Tuskegee,http://www.thetuskegeenews.com/,Tuskegee News,NP,GI,ENG,thetuskegeenews.com,al
Tuskegee,http://www.smalltownpapers.com/newspapers/newspaper.php?id=387,Tuskegee News,NP,GI,ENG,smalltownpapers.com,al
Union Springs,http://www.unionspringsherald.com/,Union Springs Herald,NP,GI,ENG,unionspringsherald.com,al
Vernon,http://www.smalltownpapers.com/newspapers/newspaper.php?id=238,Lamar Democrat and Sulligent,NP,GI,ENG,smalltownpapers.com,al
Vestavia Hills,http://www.otmj.com/,Over the Mountain Journal,NP,GI,ENG,otmj.com,al
Vestavia Hills,http://vestaviavoice.com/,Vestavia Voice,NP,GI,ENG,vestaviavoice.com,al
Wetumpka,http://www.thewetumpkaherald.com/,Wetumpka Herald,NP,GI,ENG,thewetumpkaherald.com,al
State,https://alaskamagazine.com/,Alaska,MG,GI,ENG,alaskamagazine.com,ak
State,https://www.akbizmag.com/,Alaska Business,MG,BU,ENG,akbizmag.com,ak
State,https://alaska-native-news.com/,Alaska Native News,IN,ET,ENG,alaska-native-news.com,ak
State,https://www.apeonline.org/,Alaska Politics and Elections,IN,GI,ENG,apeonline.org,ak
State,https://livealaskanews.com/,Live Alaska,IN,GI,ENG,livealaskanews.com,ak
State,http://www.themudflats.net/,Mudflats,IN,GI,ENG,themudflats.net,ak
State,https://mustreadalaska.com/,Must Read Alaska,IN,GI,ENG,mustreadalaska.com,ak
State,https://alaska.statenews.net/,State News,IN,GI,ENG,alaska.statenews.net,ak
Anchorage,https://www.alaskajournal.com/,Alaska Journal of Commerce,NP,BU,ENG,alaskajournal.com,ak
Anchorage,https://www.alaskasnewssource.com/,Alaska News Source,BC,GI,ENG,alaskasnewssource.com,ak
Anchorage,https://www.alaskapublic.org/,Alaska Public Media,BC,GI,ENG,alaskapublic.org,ak
Anchorage,https://www.adn.com/,Anchorage Daily News,NP,GI,ENG,adn.com,ak
Anchorage,https://www.anchoragepress.com/,Anchorage Press,NP,AL,ENG,anchoragepress.com,ak
Anchorage,https://www.kfqd.com/,KFQD,BC,GI,ENG,kfqd.com,ak
Anchorage,https://www.knba.org/,KNBA,BC,GI,ENG,knba.org,ak
Anchorage,https://northstarcatholic.org/,North Star Catholic,NP,RL,ENG,northstarcatholic.org,ak
Anchorage,http://www.thenorthernlight.org/,Northern Light,NP,CO,ENG,thenorthernlight.org,ak
Anchorage,https://www.petroleumnews.com/,Petroleum News,NP,BU,ENG,petroleumnews.com,ak
Anchorage,https://www.seniorvoicealaska.com/,Senior Voice,NP,SN,ENG,seniorvoicealaska.com,ak
Bethel,https://www.kyuk.org/,KYUK,BC,GI,ENG,kyuk.org,ak
Bethel,https://www.deltadiscovery.com/,Delta Discovery,NP,GI,ENG,deltadiscovery.com,ak
Big Lake,https://thebiglaketimes.com/,Big Lake Times,IN,GI,ENG,thebiglaketimes.com,ak
Cordova,https://www.thecordovatimes.com/,Cordova Times,NP,GI,ENG,thecordovatimes.com,ak
Delta Junction,https://www.deltanewsweb.com/,Delta News Web,IN,GI,ENG,deltanewsweb.com,ak
Delta Junction,https://www.deltawindonline.com/,Delta Wind,NP,GI,ENG,deltawindonline.com,ak
Dillingham,http://www.thedutchharborfisherman.com/,Bristol Bay Times and Dutch Harbor,NP,GI,ENG,thedutchharborfisherman.com,ak
Dillingham,https://www.kdlg.org/,KDLG,BC,GI,ENG,kdlg.org,ak
Eagle River,https://www.alaskastar.com/,Chugiak Eagle River Star,NP,GI,ENG,alaskastar.com,ak
Fairbanks,https://www.dvidshub.net/publication/561/alaska-post/,Alaska Post,NP,ML,ENG,dvidshub.net,ak
Fairbanks,http://www.newsminer.com/,Fairbanks Daily News Miner,NP,GI,ENG,newsminer.com,ak
Fairbanks,https://kfarradio.com/,KFAR,BC,GI,ENG,kfarradio.com,ak
Fairbanks,https://kuac.org/,KUAC,BC,GI,ENG,kuac.org,ak
Fairbanks,https://www.webcenterfairbanks.com/,Web Center Fairbanks,BC,GI,ENG,webcenterfairbanks.com,ak
Galena,http://www.kiyu.com/,KIYU,BC,GI,ENG,kiyu.com,ak
Glennallen,https://www.copperriverrecord.net/,Copper River Record,NP,GI,ENG,copperriverrecord.net,ak
Haines,https://www.chilkatvalleynews.com/,Chilkat Valley News,NP,GI,ENG,chilkatvalleynews.com,ak
Haines,https://khns.org/,KHNS,BC,GI,ENG,khns.org,ak
Homer,https://www.homernews.com/,Homer News,NP,GI,ENG,homernews.com,ak
Homer,http://homertribune.com/,Homer Tribune,NP,GI,ENG,homertribune.com,ak
Homer,https://www.kbbi.org/,KBBI,BC,GI,ENG,kbbi.org,ak
Juneau,https://akinsidepassage.org/,Inside Passage,NP,RL,ENG,akinsidepassage.org,ak
Juneau,https://www.juneauempire.com/,Juneau Empire,NP,GI,ENG,juneauempire.com,ak
Juneau,https://www.kinyradio.com/,KINY,BC,GI,ENG,kinyradio.com,ak
Juneau,https://www.ktoo.org/,KTOO,BC,GI,ENG,ktoo.org,ak
Juneau,https://uaswhalesong.com/,Whalesong,NP,CO,ENG,uaswhalesong.com,ak
Kenai,https://www.kdll.org/,KDLL,BC,GI,ENG,kdll.org,ak
Kenai,https://www.peninsulaclarion.com/,Peninsula Clarion,NP,GI,ENG,peninsulaclarion.com,ak
