classification,class_2,local_regional,domain,name,state,website,twitter,youtube,facebook,owner,medium,collection_date,source
local,local,1,cherokeescout.com,cherokee scout,NC,http://www.cherokeescout.com,theScoutnews,,https://www.facebook.com/pages/Cherokee-Scout/183779271641767,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chesapeake-angler.com,chesapeake angler,VA,http://www.chesapeake-angler.com,,,https://www.facebook.com/ChesAngler,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,cheshireherald.com,cheshire herald,CT,http://www.cheshireherald.com,CheshireHerald,,https://www.facebook.com/pages/The-Cheshire-Herald/308910384083,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chesterfieldobserver.com,chesterfield observer,VA,http://www.chesterfieldobserver.com,CfieldObserver,,https://www.facebook.com/pages/Chesterfield-Observer/159158504116928,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chestertelegraph.org,chester telegraph,VT,http://chestertelegraph.org,,,https://www.facebook.com/ChesterTelegraph,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chestertontribune.com,chesterton tribune,IN,http://chestertontribune.com,ChestertonTrib,,https://www.facebook.com/pages/Chesterton-Tribune/163085470378091,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chetekalert.com,chetek alert,WI,http://www.chetekalert.com,,https://www.youtube.com/channel/UCWIf0YXnZ2BZu6waWbJqCpg,https://www.facebook.com/chetekalert,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chevychaser.com,chevy chaser magazine,KY,http://chevychaser.com,ChevyChaserMag,,https://www.facebook.com/chevychaser,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicago.cbslocal.com,cbs chicago,,,,,,,,,
regional,regional-national,0,chicago.suntimes.com,,,,,,,,,,
local,local,1,chicagobusiness.com,crains chicago business,IL,http://www.chicagobusiness.com,CrainsChicago,http://www.youtube.com/user/chicagobusiness,https://www.facebook.com/crainschicago,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicagocrusader.com,chicago crusader,IL,http://chicagocrusader.com,CrusaderNewspap,https://www.youtube.com/user/CrusaderNewspaperGrp,https://www.facebook.com/thecrusader.newspaper.7,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicagocrusader.com,gary crusader,IN,http://chicagocrusader.com/category/gary-local-news,CrusaderNewspap,,https://www.facebook.com/thecrusader.newspaper.7,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicagodefender.com,chicago defender,IL,http://chicagodefender.com,ChiDefender,,https://www.facebook.com/TheChicagoDefender,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicagogolfreport.com,chicago golf report,IL,http://www.chicagogolfreport.com,,,https://www.facebook.com/chicagogolfreport,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicagolawbulletin.com,chicago daily law bulletin,IL,http://www.chicagolawbulletin.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicagomaroon.com,chicago maroon,IL,http://chicagomaroon.com,ChicagoMaroon,,https://www.facebook.com/TheChicagoMaroon,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicagoparent.com,chicago parent,IL,http://www.chicagoparent.com,chicagoparent,http://www.youtube.com/user/chicagoparent,https://www.facebook.com/chicagoparent,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicagoreader.com,chicago reader,IL,http://www.chicagoreader.com,chicago_reader,http://www.youtube.com/user/chicagoreader,https://www.facebook.com/chicagoreader,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicagoreporter.com,chicago reporter,IL,http://chicagoreporter.com,ChicagoReporter,http://www.youtube.com/channel/UCKL_VqV2UqBnmjGy4fLQ24g,https://www.facebook.com/TheChicagoReporter,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicagosuburbanfamily.com,chicago suburban family,IL,http://www.chicagosuburbanfamily.com,,,,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
regional,metro,1,chicagotribune.com,chicago tribune,IL,,,,,,,,
local,local,1,chickashanews.com,express-star,OK,http://www.chickashanews.com,expressstarnews,,https://www.facebook.com/pages/The-Express-Star/162544315743,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chicoer.com,chico enterprise-record,CA,http://www.chicoer.com,chicoer,http://www.youtube.com/user/enterpriserecord,https://www.facebook.com/ChicoER,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,chiefexecutive.net,,,,,,,,,,
local,local,1,chieflandcitizen.com,chiefland citizen,FL,http://www.chieflandcitizen.com,News4Levy,https://www.youtube.com/user/ChieflandCitizen,https://www.facebook.com/pages/Chiefland-Citizen/183043538415558,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chieftain.com,pueblo chieftain,CO,http://www.chieftain.com,chieftainnews,https://www.youtube.com/user/ChieftainVideo,https://www.facebook.com/ThePuebloChieftain,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chilkatvalleynews.com,chilkat valley news,AK,http://www.chilkatvalleynews.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chillicothegazette.com,chillicothe gazette,OH,http://www.chillicothegazette.com,ChilliGaz,,https://www.facebook.com/ChillicotheGazette,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chillicothenews.com,constitution-tribune,MO,http://www.chillicothenews.com,ctnews_mo,,https://www.facebook.com/ChillicotheConstitutionTribune,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chillicothetimesbulletin.com,chillicothe times-bulletin,IL,http://www.chillicothetimesbulletin.com,,,https://www.facebook.com/pages/Chillicothe-Times-Bulletin/253020456840,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chinookobserver.com,chinook observer,WA,http://www.chinookobserver.com,chinookobserver,https://www.youtube.com/user/chinookobserver/videos,https://www.facebook.com/ChinookObserver,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chipleybugle.com,chipley bugle newspaper,FL,http://chipleybugle.com,chipleybugle,,https://www.facebook.com/chipleybugle,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chipleypaper.com,washington county news,AL,http://www.chipleypaper.com,wcn_hct,,https://www.facebook.com/pages/Washington-County-NewsHolmes-County-Advertiser/109405362449641,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chipleypaper.com,holmes county times advertiser,FL,http://www.chipleypaper.com,wcn_hct,,https://www.facebook.com/pages/Washington-County-NewsHolmes-County-Advertiser/109405362449641,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chippewa.com,chippewa herald,WI,http://chippewa.com,chippewaherald,https://www.youtube.com/channel/UCiUbpnQC9lsoJziwaKbsFLg,https://www.facebook.com/ChippewaHerald,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chippewa.com,dunn county news,WI,http://chippewa.com/dunnconnect,,,https://www.facebook.com/DunnCountyNews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chisagocountypress.com,chisago county press,MN,http://www.chisagocountypress.com,,,https://www.facebook.com/Chisago-County-Press-180208093755/timeline/,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,choctawplaindealer.com,choctaw plaindealer,MS,http://choctawplaindealer.com,Ccplaindealer,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,choctawsun.org,choctaw sun,AL,http://www.choctawsun.org,,https://www.youtube.com/channel/UCV40upHYovteOs4uAUH9LjQ,https://www.facebook.com/choctawsun,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,choteauacantha.com,choteau acantha,MT,http://www.choteauacantha.com,,,https://www.facebook.com/choteauacanthanewspaper,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,christianheadlines.com,,,,,,,,,,
national,national,0,christianitytoday.com,,,,,,,,,,
national,national,0,christianpost.com,christian post,,,,,,,,,
international,international,0,christiantoday.com,christian today,,,,,,,,,
local,local,1,chron.com,cleveland advocate,TX,http://www.chron.com/neighborhood/cleveland,MyClevelandNews,,https://www.facebook.com/clevelandAdvocate/,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chron.com,friendswood journal,TX,http://www.chron.com/neighborhood/friendswood,FriendswoodNews,https://www.youtube.com/user/HCNSouthGroup,https://www.facebook.com/FriendswoodJournal,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,metro,1,chron.com,houston chronicle,TX,http://www.chron.com,HoustonChron,https://www.youtube.com/user/HoustonChronicle/videos,https://www.facebook.com/chroncom,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,metro,1,chron.com,chron,TX,http://www.chron.com,HoustonChron,https://www.youtube.com/user/HoustonChronicle/videos,https://www.facebook.com/chroncom,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chron.com,houston community newspapers,TX,http://www.chron.com/neighborhood,hcnonline,https://www.youtube.com/user/HCNSouthGroup/videos,https://www.facebook.com/YourHoustonNews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chron.com,pasadena citizen,TX,http://www.chron.com/neighborhood/pasadena,PasadenaCitizen,https://www.youtube.com/user/HCNSouthGroup,https://www.facebook.com/PasadenaCitizen,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chron.com,pearland journal,TX,http://www.chron.com/neighborhood/pearland,PearlandNews,https://www.youtube.com/user/HCNSouthGroup,https://www.facebook.com/PearlandJournal,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chron.com,villager,TX,http://www.chron.com/neighborhood/woodlands,VillagerNews,,https://www.facebook.com/thewoodlandsVillager,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chronicle-express.com,chronicle-express,NY,http://www.chronicle-express.com,pennyannynews,,https://www.facebook.com/TheChronicleExpress,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chronicle-independent.com,chronicle-independent,SC,http://www.chronicle-independent.com,,,https://www.facebook.com/ChronicleIndependent,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chronicle-tribune.com,times,IN,http://www.chronicle-tribune.com/ftimes,ftimes,http://www.youtube.com/channel/UCh_xr3dy_wYTs6lBtuYnU8w,https://www.facebook.com/frankforttimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chronicle-tribune.com,herald press,IN,http://www.chronicle-tribune.com/hp_online,theheraldpress,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chronicle-tribune.com,chronicle-tribune,IN,http://www.chronicle-tribune.com,Marion_CT,https://www.youtube.com/channel/UCfMr2-axfYPn93mNoxLZZmQ,https://www.facebook.com/pages/Chronicle-Tribune/410516838990913,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chronicle-tribune.com,peru tribune,IN,http://www.chronicle-tribune.com/peru_tribune,PeruTribune,https://www.youtube.com/channel/UCNMxGFxth4WzJZm6pC51Wkg,https://www.facebook.com/pages/Peru-Tribune/180495801973585,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chronicle-tribune.com,wabash plain dealer,IN,http://www.chronicle-tribune.com/wabashplaindealer,WabashPD,http://www.youtube.com/channel/UCAh6Y0LnnIxFGDRYuHWAZiA,https://www.facebook.com/pages/Wabash-Plain-Dealer/184860684869423,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,chronicle.com,,,,,,,,,,
international,international,0,chroniclelive.co.uk,,,,,,,,,,
local,local,1,chronicleonline.com,citrus county chronicle,FL,http://www.chronicleonline.com,CitrusChronicle,http://www.youtube.com/user/chronicleonline,https://www.facebook.com/citruscountychronicle,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chroniclet.com,chronicle-telegram,OH,http://www.chroniclet.com,YourChronicle,http://www.youtube.com/user/chroniclet,https://www.facebook.com/ChronicleTelegram,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chronicletimes.com,chronicle times,IA,http://www.chronicletimes.com,,,https://www.facebook.com/chronicletimes/,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,chronline.com,chronicle,WA,http://www.chronline.com,chronline,https://www.youtube.com/user/chronlinemultimedia/videos,https://www.facebook.com/thecentraliachronicle,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,cibolabeacon.com,cibola county beacon,NM,http://www.cibolabeacon.com,cibolabeacon,http://www.youtube.com/user/cibolabeacon,https://www.facebook.com/cibolabeacon,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,cicourierinc.com,crosby-ironton courier,MN,http://cicourierinc.com/main.html,,,https://www.facebook.com/Crosby-Ironton-Courier-164012294153,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,cidrap.umn.edu,,,,,,,,,,
local,local,1,cincinnati.com,cincinnati enquirer,OH,http://www.cincinnati.com,Enquirer,http://www.youtube.com/user/EnquirerMedia,https://www.facebook.com/Enquirer,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,cincinnatimagazine.com,cincinnati magazine,OH,http://www.cincinnatimagazine.com,CincinnatiMag,http://www.youtube.com/user/CincinnatiMagazine,https://www.facebook.com/pages/Cincinnati-Magazine/127357105516,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,cincymagazine.com,cincy business,OH,http://cincymagazine.com,CincyMagazine,http://www.youtube.com/user/CincyMagazine,https://www.facebook.com/CincyMagazine,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,ciproud.com,wmbd,IL,ciproud.com,,,,Nexstar,TV station,2018-08-02 20:31:06.425892,nexstar.tv
local,local,1,ciproud.com,wyzz,IL,ciproud.com,,,,Nexstar,TV station,2018-08-02 20:31:06.425892,nexstar.tv
local,local,1,circlevilleherald.com,circleville herald,OH,http://www.circlevilleherald.com,CirclevilleNews,http://www.youtube.com/user/CirclevilleHerald,https://www.facebook.com/circlevilleherald,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,cisternyard.com,cisternyard.com,SC,http://site.cisternyard.com,CisternYard,http://www.youtube.com/user/CisternYardVideo,http://www.facebook.com/CisternYard,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,citizen-times.com,asheville citizen-times,NC,http://www.citizen-times.com,asheville,http://www.youtube.com/user/CITIZENTIMES,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,citizennewspapers.com,middletown valley citizen,MD,http://www.citizennewspapers.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,citizensvoice.com,citizens voice,PA,http://citizensvoice.com,citizensvoice,,https://www.facebook.com/citizensvoice,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,citizentribune.com,citizen tribune,TN,http://www.citizentribune.com,CitizenTribune,https://www.youtube.com/channel/UCqqHsdvCAQpc7CcP4k7QPmA,https://www.facebook.com/CitizenTribune,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,citrusheightsmessenger.com,citrus heights messenger,CA,http://www.citrusheightsmessenger.com,,,https://www.facebook.com/CitrusHeightsMessenger,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,city-journal.org,,,,,,,,,,
local,local,1,citybeat.com,cincinnati city beat,OH,http://www.citybeat.com,CityBeatCincy,,https://www.facebook.com/CincinnatiCityBeat,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,citylimits.org,citylimits,NY,http://www.citylimits.org,citylimitsorg,http://www.youtube.com/user/CityLimitsorg,https://www.facebook.com/citylimits.org,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
international,international,0,citymetric.com,,,,,,,,,,
international,international,0,citynews.ca,,,,,,,,,,
local,local-regional,1,citypages.com,city pages,MN,http://www.citypages.com,citypages,,https://www.facebook.com/citypages,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,citypaper.com,baltimore city paper,MD,http://www.citypaper.com,city_paper,http://www.youtube.com/user/CityPaper,https://www.facebook.com/baltimorecitypaper,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,citysuntimes.com,citysuntimes,AZ,http://news.citysuntimes.com,CITYSunTimes,,https://www.facebook.com/CITYSunTimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,cityviewmag.com,city view magazine,TN,http://cityviewmag.com,cityviewmag,http://www.youtube.com/user/cityviewmedia,https://www.facebook.com/cityviewmag,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,cityweekly.net,salt lake city weekly,UT,http://www.cityweekly.net,cityweekly,https://www.youtube.com/user/SLCityWeekly/videos,https://www.facebook.com/slcweekly,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,civilbeat.org,honolulu civil beat,HI,http://www.civilbeat.org,civilbeat,http://www.youtube.com/user/civilbeat,https://www.facebook.com/civilbeat,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,civileats.com,,,,,,,,,,
local,local,1,cjonline.com,capital journal,KS,http://cjonline.com,CJ_news,https://www.youtube.com/user/CJOnlineMedia,https://www.facebook.com/TopekaCapitalJournal,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,cjr.org,,,,,,,,,,
local,local,1,cknj.com,central ky news-journal,KY,http://www.cknj.com,cknjnews,,https://www.facebook.com/centralkentuckynewsjournal,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,clairemonttimes.com,clairemont times,CA,http://clairemonttimes.com,clairemonttimes,https://www.youtube.com/user/TheClairemontTimes,https://www.facebook.com/ClairemontTimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,clantonadvertiser.com,clanton advertiser,AL,http://www.clantonadvertiser.com,clantonadv,,https://www.facebook.com/clantonadvertiser,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,clarecountyreview.com,clare county review,MI,http://www.clarecountyreview.com,,,https://www.facebook.com/pages/The-Clare-County-Review/122510184515924,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
