classification,class_2,local_regional,domain,name,state,website,twitter,youtube,facebook,owner,medium,collection_date,source
local,local,1,statecollege.com,,,,,,,,,,
local,local,1,stategazette.com,state gazette,TN,http://www.stategazette.com,StateGazette,https://www.youtube.com/user/StateGazette/videos,https://www.facebook.com/state.gazette,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statehornet.com,state hornet,CA,http://www.statehornet.com,TheStateHornet,http://www.youtube.com/statehornet,https://www.facebook.com/statehornet,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statejournal.com,state journal,WV,http://www.statejournal.com,wvstatejournal,https://www.youtube.com/user/statejournalregister/videos,https://www.facebook.com/statejournal,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statenews.com,state news,MI,http://statenews.com,thesnews,,http://www.facebook.com/thesnews,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stateportpilot.com,state port pilot,NC,http://stateportpilot.com,StatePortPilot,http://www.youtube.com/user/TheStatePortPilot,https://www.facebook.com/thestateportpilot,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statepress.com,state press,AZ,http://www.statepress.com,statepress,,https://www.facebook.com/TheStatePress,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesboroherald.com,statesboro herald,GA,http://www.statesboroherald.com,boroherald,,https://www.facebook.com/statesboroherald,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesman.com,lake travis view,TX,http://www.statesman.com/news/local/lake-travis-view,laketravisview,,https://www.facebook.com/LakeTravisView,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesman.com,bastrop advertiser,TX,http://www.statesman.com/news/local/bastrop-advertiser,BastropNews,,https://www.facebook.com/pages/The-Bastrop-Advertiser/193131377394706,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesman.com,leader,TX,http://www.statesman.com/news/local/cedar-park-leander-statesman,statesman,,https://www.facebook.com/statesman,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesman.com,leander ledger ,TX,http://www.statesman.com/s/news/local/cedar-park-leander-statesman,statesman,,https://www.facebook.com/statesman,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesman.com,pflugerville pflag,TX,http://www.statesman.com/news/local/pflugerville-pflag,PvillePflag,,https://www.facebook.com/pages/Pflugerville-Pflag/325501278661,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesman.com,round rock leader,TX,http://www.statesman.com/news/local/round-rock-leader,roundrockleader,,https://www.facebook.com/pages/Round-Rock-Leader-Newspaper/324103444745,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesman.com,smithville times,TX,http://www.statesman.com/news/local/smithville-times,SmithvilleTimes,,https://www.facebook.com/pages/The-Smithville-Times/121285857921284,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesman.com,westlake picayune,TX,http://www.statesman.com/news/local/westlake-picayune,picayunenews,,https://www.facebook.com/WestlakePicayune,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local-regional,1,statesman.com,austin american statesman,TX,http://www.statesman.com,statesman,https://www.youtube.com/user/StatesmanJournalCom/videos,https://www.facebook.com/statesman,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesmanexaminer.com,statesman-examiner,WA,http://www.statesmanexaminer.com,SENewsteam,https://www.youtube.com/user/thestatesmanexaminer/videos,https://www.facebook.com/SENewspaper,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesmanjournal.com,statesman journal,OR,http://www.statesmanjournal.com,Salem_Statesman,http://www.youtube.com/user/StatesmanJournalCom,https://www.facebook.com/statesmanjournal,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesmanjournal.com,appeal tribune,OR,http://www.statesmanjournal.com/news/silverton,,,https://www.facebook.com/SilvertonAppealTribune,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesmanjournal.com,stayton mail,OR,http://www.statesmanjournal.com/news/stayton,,,https://www.facebook.com/StaytonMail,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,statesville.com,record & landmark,NC,http://www.statesville.com,statesville,http://www.youtube.com/user/StatesvilleRandL,https://www.facebook.com/StatesvilleRL,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,statnews.com,,,,,,,,,,
local,local,1,staugustine.com,st. augustine record,FL,http://staugustine.com,staugrecord,http://www.youtube.com/user/StAugustineRecord,https://www.facebook.com/StAugustineRecord,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stauntonstartimes.com,staunton star-times,IL,http://www.stauntonstartimes.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,steamboattoday.com,steamboat pilot,CO,http://www.steamboattoday.com,steamboatpilot,http://www.youtube.com/user/SteamboatPilotToday,https://www.facebook.com/pages/Steamboat-Pilot-Today/45254790221,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,steelcountrybee.com,steel-country bee,TX,https://www.steelcountrybee.com,,,https://www.facebook.com/steelcountrybee,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stegenherald.com,herald,MO,http://www.stegenherald.com,SteGenHerald,,https://www.facebook.com/pages/Ste-Genevieve-Herald/242883935788421,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sterlingbulletin.net,sterling bulletin,KS,http://sterlingbulletin.net,,,https://www.facebook.com/SterlingBulletin,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,steubencourier.com,steuben courier,NY,http://www.steubencourier.com,steubencourier,,https://www.facebook.com/Steuben.Courier,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stevenspointjournal.com,stevens point journal,WI,http://www.stevenspointjournal.com,stevenspointJrl,,https://www.facebook.com/StevensPointJRL,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stgeorgemagazine.com,st. george magazine,UT,http://www.stgeorgemagazine.com,SpectrumNews,,https://www.facebook.com/TheSpectrumNews,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stgeorgeutah.com,st. george news,UT,http://www.stgeorgeutah.com,STGnews,,https://www.facebook.com/stgnews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stiglernews.com,stigler news sentinel,OK,https://www.stiglernews.com,,https://www.youtube.com/channel/UCyzTvWz9OiTZ9ZpFAH5vYMg,https://www.facebook.com/StiglerNewsSentinel,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stignacenews.com,st. ignace news,MI,http://www.stignacenews.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stillwatercountynews.com,stillwater county news,MT,http://www.stillwatercountynews.com,,,https://www.facebook.com/Stillwater-County-News-148408001915882/,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stillwatergazette.com,stillwater gazette,MN,http://stillwatergazette.com,stillwgazette,https://www.youtube.com/channel/UC0ep54uOddkylldWbsYhU0Q,https://www.facebook.com/pages/Stillwater-Gazette/234304939917638,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stjamesnews.com,st. james plaindealer,MN,http://www.stjamesnews.com,SJPlaindealer,,https://www.facebook.com/stjamesplaindealer,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stlamerican.com,st. louis american,MO,http://www.stlamerican.com,StLouisAmerican,http://www.youtube.com/user/stlamericanvideo,https://www.facebook.com/StLouisAmerican,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stltoday.com,st. louis post-dispatch,MO,http://www.stltoday.com,stltoday,http://www.youtube.com/user/STLPostDispatch,https://www.facebook.com/STLPD,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stltoday.com,suburban journals,MO,http://www.stltoday.com/suburban-journals,stltoday,http://www.youtube.com/user/STLPostDispatch,https://www.facebook.com/STLPD,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stmarynow.com,franklin banner-tribune,LA,http://stmarynow.com,,,https://www.facebook.com/franklinbannertribune,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stmarynow.com,daily review,LA,http://stmarynow.com,,,https://www.facebook.com/dailyreview,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stonecountyenterprise.com,stone county enterprise,MS,http://www.stonecountyenterprise.com,,http://www.youtube.com/user/stonecoenterprise,https://www.facebook.com/pages/Stone-County-Enterprise/218745955240,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stonecountyleader.com,stone county leader,AR,http://stonecountyleader.com,StoneCoLeader,https://www.youtube.com/channel/UCmgaN2URHsVO5bDzdXVTZRQ,https://www.facebook.com/pages/Stone-County-Leader/201611740600,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stormlake.com,storm lake times,IA,http://www.stormlake.com,sltimes,http://www.youtube.com/channel/UC-0fOlECHBiqcQX8tiuTm7A,https://www.facebook.com/TheStormLakeTimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stormlakepilottribune.com,pilot tribune,IA,http://www.stormlakepilottribune.com,SLPilotTribune,https://www.youtube.com/channel/UCVt-X7qJ3TqlSYmQCs6YgUQ,https://www.facebook.com/PilotTribune,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stoutonia-online.com,stoutonia,WI,http://stoutonia-online.com,stoutonia,,https://www.facebook.com/stoutonia,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stowetoday.com,stowe reporter,VT,http://www.stowetoday.com/stowe_reporter,StoweToday,https://www.youtube.com/user/StoweReporter/videos,https://www.facebook.com/pages/The-Stowe-Reporter/108600285889438,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stowsentry.com,stow sentry,OH,http://www.stowsentry.com,stowsentry,http://www.youtube.com/user/StowSentry,https://www.facebook.com/StowSentry,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
international,international,0,straight.com,,,,,,,,,,
international,international,0,straitstimes.com,,,,,,,,,,
local,local,1,stratfordstar.com,stratford star,CT,http://www.stratfordstar.com,StratfordStar,,https://www.facebook.com/StratfordStar,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,streetinsider.com,,,,,,,,,,
national,national,0,stripes.com,,,,,,,,,,
local,local,1,strohmnews.com,casey westfield news-sun,IL,http://www.strohmnews.com/online-newspapers.html,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,strohmnews.com,marshall advocate,IL,http://www.strohmnews.com/online-newspapers.html,,,https://www.facebook.com/MarshallAdvocate,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,strohmnews.com,west vigo times,IN,http://www.strohmnews.com,,,https://www.facebook.com/WVTimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,studlife.com,student life online,MO,http://www.studlife.com,studlife,,http://www.facebook.com/studlife,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
international,international,0,stuff.co.nz,,,,,,,,,,
local,local,1,stuffboston.com,stuff magazine,MA,http://stuffboston.com,StuffNightlife,,https://www.facebook.com/StuffMagazine,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sturgisjournal.com,sturgis journal,MI,http://www.sturgisjournal.com,sturgisnewsroom,http://www.youtube.com/user/sturgisjournal,https://www.facebook.com/SturgisJournal,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stuttgartdailyleader.com,daily leader,AR,http://www.stuttgartdailyleader.com,Stuttgart_DL,,https://www.facebook.com/DailyLeader,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,stwnewspress.com,stillwater news-press,OK,http://www.stwnewspress.com,StwNewsPress,https://www.youtube.com/user/StwNewsPress,https://www.facebook.com/stillwaternewspress,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,styleweekly.com,style weekly,VA,http://www.styleweekly.com,styleweekly,https://www.youtube.com/user/StyleWeekly/videos,https://www.facebook.com/StyleWeekly,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suffolkjournal.net,suffolk journal,MA,http://suffolkjournal.net,SuffolkJournal,,http://www.facebook.com/suffolkjournal,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suffolknewsherald.com,news herald,VA,http://www.suffolknewsherald.com,suffolknews,https://www.youtube.com/user/SuffolkNewsHerald1/videos,https://www.facebook.com/pages/Suffolk-News-Herald/136322790088,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sugarproducer.com,sugar producer,ID,http://www.sugarproducer.com,,,,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suindependent.com,independent,UT,http://www.suindependent.com,suindependent,,https://www.facebook.com/suindependent,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sullivan-times.com,daily times,IN,https://www.sullivan-times.com,SullivanINTimes,https://www.youtube.com/channel/UClk-SqKIXJ9kdcvavhF0P5w,https://www.facebook.com/pages/Sullivan-Daily-Times/110517035675927,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sulphurdailynews.com,southwest daily news,LA,http://www.sulphurdailynews.com,SulphurNews,,https://www.facebook.com/pages/Southwest-Daily-News/211763305553513,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sulphurtimes.com,sulphur times-democrat,OK,https://www.sulphurtimes.com,,,https://www.facebook.com/Sulphur-Times-Democrat-317903698248150/timeline/,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sulross.edu,skyline,TX,http://www.sulross.edu/page/1076/skyline,SulRossSkyline,,http://www.facebook.com/SulRossSkyline,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,summersvillebeacon.com,summersville beacon,MO,http://www.summersvillebeacon.com,,,https://www.facebook.com/Summersville-Beacon-288949821137445/timeline/,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,summitdaily.com,summit daily news,CO,http://www.summitdaily.com,summitdailynews,http://www.youtube.com/user/summitdaily,https://www.facebook.com/summitdailynews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sumnerpress.com,sumner press,IL,http://www.sumnerpress.com,,,https://www.facebook.com/The-Sumner-Press-163562994038762/,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sumtercountytimes.com,sumter county times,FL,http://www.sumtercountytimes.com,,,https://www.facebook.com/sumtercountytimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,regional,1,sun-sentinel.com,coral springs news,FL,http://www.sun-sentinel.com/news/broward/coral-springs,sunsentinel,http://www.youtube.com/channel/UCzp5eveEqKFfZZDh762Lifg,https://www.facebook.com/sunsentinel,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,regional,1,sun-sentinel.com,sun-sentinel,FL,http://www.sun-sentinel.com,sunsentinel,http://www.youtube.com/user/sunsentinel,https://www.facebook.com/sunsentinel,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunad.com,sun advocate,UT,http://www.sunad.com,sunad,https://www.youtube.com/user/sunadvocate/videos,https://www.facebook.com/SunAdvocate,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunburynews.com,sunbury news,OH,http://sunburynews.com,,,https://www.facebook.com/thesunburynews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suncommercial.com,vincennes sun-commercial,IN,http://www.suncommercial.com,,,https://www.facebook.com/pages/Vincennes-Sun-Commercial/140568812646587,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suncommunitynews.com,news enterprise,NY,http://www.suncommunitynews.com/topics/north-creek,suncmtynews,https://vimeo.com/suncmtynews,https://www.facebook.com/suncommunitynews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunews.net,southern utah news,UT,http://www.sunews.net,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sungazette.com,sun-gazette,PA,http://www.sungazette.com,wmsptsungazette,https://www.youtube.com/user/wmsptSunGazette/featured,https://www.facebook.com/SunGazette,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,local-regional,1,sunherald.com,sun herald,MS,http://www.sunherald.com,sunherald,http://www.youtube.com/user/SunHeraldcom,https://www.facebook.com/sunherald,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,regional,1,sunjournal.com,sun-journal,ME,http://www.sunjournal.com,sunjournal,http://www.youtube.com/user/sunjournal,https://www.facebook.com/sunjournal,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunnews.org,seal beach sun,CA,http://www.sunnews.org,,,https://www.facebook.com/sunnewspapers,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunpatriot.com,nya times,MN,http://sunpatriot.com/tag/nya-times,,,https://www.facebook.com/NorwoodYATimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunpatriot.com,waconia patriot,MN,http://sunpatriot.com,waconiapatriot,,https://www.facebook.com/SunPatriot,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunpatriot.com,carver county news,MN,http://sunpatriot.com/tag/ccn,,,https://www.facebook.com/carvercountynews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunshineexpressmedia.com,sunshine express,CO,https://sunshineexpressmedia.com,SunshineXNews,,https://www.facebook.com/SunshineXNews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,regional,1,sunshinestatenews.com,,,,,,,,,,
local,local,1,sunstatepost.com,sunstate post,FL,http://sunstatepost.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suntelegraph.com,sidney sun telegraph,NE,http://www.suntelegraph.com,SunTelegraph,,https://www.facebook.com/SidneySunTelegraph,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunthisweek.com,sun thisweek,MN,http://sunthisweek.com,SunThisweek,,https://www.facebook.com/sunthisweek,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunthisweek.com,dakota county tribune,MN,http://sunthisweek.com/dakota-county-tribune,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunthisweek.com,this week newspapers,MN,http://sunthisweek.com,SunThisweek,,https://www.facebook.com/sunthisweek,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunthisweek.com,farmington thisweek,MN,http://sunthisweek.com/farmington,SunThisweek,,https://www.facebook.com/sunthisweek,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sunthisweek.com,rosemount thisweek,MN,http://sunthisweek.com/tag/rosemount,SunThisweek,,https://www.facebook.com/sunthisweek,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suntimes.com,chicago sun times,IL,http://chicago.suntimes.com,suntimes,https://www.youtube.com/user/ChicagoSunTimestv,https://www.facebook.com/thechicagosuntimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suntimes.com,chicago sun-times,IL,http://chicago.suntimes.com,suntimes,https://www.youtube.com/user/ChicagoSunTimestv,https://www.facebook.com/thechicagosuntimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suntimes.com,sun times news group,IL,http://chicago.suntimes.com,suntimes,https://www.youtube.com/user/ChicagoTribune,https://www.facebook.com/thechicagosuntimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,super18tv.com,wvtv,WI,http://www.super18tv.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,superiorne.com,superior express,NE,http://superiorne.com,,https://www.youtube.com/user/jcrecord/featured,https://www.facebook.com/pages/The-Superior-Express/329976593128,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,superiortelegram.com,daily telegram,WI,http://www.superiortelegram.com,,,https://www.facebook.com/pages/Superior-Telegram/155339771156382,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,supermarketnews.com,,,,,,,,,,
local,local,1,supicket.com,picket,WV,http://supicket.com,SUPicket,,https://www.facebook.com/thepicket,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sussexcountian.com,sussex countian,DE,http://www.sussexcountian.com,Sussex_Countian,https://www.youtube.com/user/sussexcountian,https://www.facebook.com/TheSussexCountian,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sussexcountypost.com,sussex county post,DE,http://sussexcountypost.com,,,https://www.facebook.com/pages/Sussex-County-Post/146072638782248,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suunews.com,suu news,UT,http://www.suunews.com,suunews,,https://www.facebook.com/pages/SUU-News/274400145916397,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suwanneedemocrat.com,suwannee democrat,FL,http://suwanneedemocrat.com,suwanneedemocra,,https://www.facebook.com/SuwanneeDemocrat,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,suwanneedemocrat.com,mayo free press,FL,http://www.suwanneedemocrat.com/news/mayo_free_press,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,svherald.com,sierra vista herald,AZ,http://www.svherald.com,SVherald,http://www.youtube.com/user/sveditors,https://www.facebook.com/sierravistaherald,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swarkansasnews.com,nashville leader,AR,http://swarkansasnews.com,NashLeader,,https://www.facebook.com/nashvilleleader,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swarkansasnews.com,southwest arkansas news,AR,http://swarkansasnews.com,NashLeader,,https://www.facebook.com/nashvilleleader,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swarthmore.edu,daily gazette,PA,http://daily.swarthmore.edu,swatgazette,http://www.youtube.com/user/SwatGazette,http://www.facebook.com/pages/The-Daily-Gazette/25143725092,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swarthmorephoenix.com,phoenix,PA,http://www.swarthmorephoenix.com,swatphoenix,,http://www.facebook.com/swarthmore.phoenix,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swcbulletin.com,county bulletin,MN,http://www.swcbulletin.com,swcbulletin,,https://www.facebook.com/swcbulletin,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swcolotravel.org,sw colorado travel,CO,http://www.swcolotravel.org,,,,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sweethomenews.com,new era,OR,http://sweethomenews.com,,,https://www.facebook.com/sweethomenews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sweetwaterreporter.com,sweetwater reporter,TX,http://www.sweetwaterreporter.com,SWTRReporter,https://www.youtube.com/channel/UCC_ruE5psYjVhb3N3z1ijvQ,https://www.facebook.com/pages/Sweetwater-Reporter/133071856773830,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swiftcountymonitor.com,swift county monitor,MN,http://www.swiftcountymonitor.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swiowanewssource.com,atlantic news telegraph,IA,http://www.swiowanewssource.com/atlantic,NewsTelegraph,,https://www.facebook.com/pages/Atlantic-News-Telegraph/121549554539588,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swiowanewssource.com,sw iowa news source,IA,http://www.swiowanewssource.com,NewsTelegraph,,https://www.facebook.com/pages/Atlantic-News-Telegraph/121549554539588,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swiowanewssource.com,audubon county advocate journal,IA,http://www.swiowanewssource.com/audubon,,,https://www.facebook.com/pages/Audubon-County-Newspapers/135948643084102,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
international,international,0,swissinfo.ch,,,,,,,,,,
local,local,1,swjpc.com,stewart webster journal patriot-citizen,GA,http://swjpc.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swmontanamagazine.com,southwest montana magazine,MT,http://www.swmontanamagazine.com,swmtmagazine,,https://www.facebook.com/pages/SW-Montana-Magazine/472622642763541,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swnewsherald.com,chicago southwest news-herald,IL,http://swnewsherald.com,,,https://www.facebook.com/SouthWest.News.Herald,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swnewsmedia.com,chanhassen villager,MN,http://www.swnewsmedia.com/chanhassen_villager,ChanhassenNews,http://www.youtube.com/channel/UC3BdSfPW04VPAsnRUYsERIw,https://www.facebook.com/thechanhassenvillager,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swnewsmedia.com,chaska herald,MN,http://www.swnewsmedia.com/chaska_herald,chaskaherald,http://www.youtube.com/user/ChaskaHerald,https://www.facebook.com/ChaskaHerald,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swnewsmedia.com,eden prairie news,MN,http://www.swnewsmedia.com/eden_prairie_news,edenprairienews,http://www.youtube.com/user/EPNews1,https://www.facebook.com/EdenPrairieNews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swnewsmedia.com,jordan independent,MN,http://www.swnewsmedia.com/jordan_independent,theji,http://www.youtube.com/user/JordanIndependent,https://www.facebook.com/JI.newspaper,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swnewsmedia.com,prior lake american,MN,http://www.swnewsmedia.com/prior_lake_american,PLAmerican,http://www.youtube.com/channel/UC7KcV6HyAhd5DWTZyX0RPWw,https://www.facebook.com/pages/Prior-Lake-American/48139483322,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swnewsmedia.com,savage pacer,MN,http://www.swnewsmedia.com/savage_pacer,SavagePacer,http://www.youtube.com/channel/UCJkcPP8u6xmZ1L2cEqgM6JQ,https://www.facebook.com/savagepacer,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swnewsmedia.com,shakopee valley news,MN,http://www.swnewsmedia.com/shakopee_valley_news,shakopee,http://www.youtube.com/user/ShakopeeValleyNews,https://www.facebook.com/pages/Shakopee-Valley-News/108588525158,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swnewsmedia.com,lakeshore weekly news,MN,http://www.swnewsmedia.com/lakeshore_weekly,,,https://www.facebook.com/lakeshoreweeklynews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swoknews.com,lawton constitution,OK,http://www.swoknews.com,LawtonConst,http://www.youtube.com/user/lawtonconstitution,https://www.facebook.com/pages/The-Lawton-Constitution/396363260897,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swtimes.com,times-record,AR,http://swtimes.com,timesrecord,http://www.youtube.com/user/timesrecord,https://www.facebook.com/SWTimesRecord,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swvatoday.com,bland county messenger,VA,http://www.swvatoday.com/news/bland_county,SwVirginia_News,,https://www.facebook.com/SWVaToday,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swvatoday.com,floyd press,VA,http://www.swvatoday.com/news/floyd,SwVirginia_News,,https://www.facebook.com/wandacombs.floydpress,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
